SG_UF,SG_UE,NM_UE,bartik_iv_no_rrc,dominant_topic_share_no_rrc,share_hhi_no_rrc,avg_shock_equal_weight,avg_abs_shock_equal_weight,n_topics_no_rrc,baseline_lawsuits_no_rrc_2020
MG,40380,LONTRA,-0.1077880271524285,0.8392857142857143,0.7104591836734694,-0.021871222267430938,0.31179251627014404,6.0,56.0
MG,40398,ALTEROSA,-0.1786747000296017,0.4878048780487805,0.26829268292682923,-0.28124487375373924,0.3734905820055166,11.0,41.0
MG,40401,MAMONAS,-0.2811780812926868,0.4117647058823529,0.2673010380622837,-0.1490232596856464,0.3079465509055581,11.0,68.0
MG,40410,ALTO RIO DOCE,-0.2068795812929026,0.6944444444444444,0.49691358024691357,-0.39005532837922635,0.5204606119944073,9.0,36.0
MG,40428,MATA VERDE,-0.2104377294740501,0.6119402985074627,0.3994208064156828,-0.35849818793425514,0.37937907761696954,10.0,67.0
MG,40436,ALVARENGA,-0.2569084981899837,0.6555555555555556,0.4693827160493827,-0.2288175787289034,0.33588553865084136,9.0,90.0
MG,40444,MATIAS CARDOSO,-0.1445830723910784,0.40625,0.212890625,-0.1853102171927521,0.3717667850571547,12.0,32.0
MG,40452,ALVINÓPOLIS,-0.1089188499170477,0.3125,0.1509375,-0.11826829884868928,0.3183298350331256,16.0,80.0
MG,40460,MONTEZUMA,-0.2811780812926868,0.4117647058823529,0.2673010380622837,-0.1490232596856464,0.3079465509055581,11.0,68.0
MG,40479,ALVORADA DE MINAS,-0.161554245498426,0.851063829787234,0.7301946582163875,-0.4115810202596526,0.45761266558924535,5.0,47.0
MG,40487,NAQUE,-0.2290422058518507,0.6923076923076923,0.49638395792241935,-0.45545702920078734,0.45545702920078734,8.0,39.0
MG,40495,AMPARO DO SERRA,-0.1128889177446522,0.8611111111111112,0.7500000000000001,-0.20479579759374172,0.20479579759374172,4.0,36.0
MG,40509,NOVO ORIENTE DE MINAS,-0.1767874167800182,0.5405405405405406,0.3162892622352082,-0.1067661690345142,0.3008960557105718,15.0,74.0
MG,40517,ANDRADAS,-0.1506223405042827,0.6415094339622641,0.43894624421502315,-0.20022284745292365,0.3527223051006666,9.0,53.0
MG,40525,PALMÓPOLIS,-0.2104377294740501,0.6119402985074627,0.3994208064156828,-0.35849818793425514,0.37937907761696954,10.0,67.0
MG,40533,CACHOEIRA DE PAJEÚ,-0.1224396108205942,0.6341463414634146,0.4146341463414634,-0.09062793195555695,0.2619263069789536,16.0,82.0
MG,40541,PEDRAS DE MARIA DA CRUZ,-0.1567519692440785,0.6630434782608695,0.4496691871455576,-0.22141418470462193,0.32771654531053224,17.0,92.0
MG,40550,ANDRELÂNDIA,-0.1475354116466724,0.5945945945945946,0.3849525200876553,-0.13827209732518908,0.35354910170986786,9.0,37.0
MG,40568,PERIQUITO,-0.0121084675162991,0.4124293785310734,0.20386862012831564,-0.1757836728522523,0.3243302842033678,20.0,177.0
MG,40576,ANTÔNIO CARLOS,-0.171885695163593,0.6721311475409836,0.46627250739048637,-0.24278891732670915,0.3284491272791293,11.0,61.0
MG,40584,PONTO DOS VOLANTES,-0.1801237818529982,0.5795454545454546,0.36182851239669417,-0.195815459876567,0.31946011175575406,16.0,88.0
MG,40592,ANTÔNIO DIAS,-0.1475444658776032,0.6521739130434783,0.444234404536862,-0.06513125924991968,0.32984420701551714,11.0,46.0
MG,40606,RIACHINHO,-0.1910117209646183,0.6862745098039216,0.4840445982314495,-0.3081685055708647,0.32715113255515055,11.0,51.0
MG,40614,ANTÔNIO PRADO DE MINAS,-0.0431248838522117,0.6938775510204082,0.49271137026239065,0.05097922304903336,0.28498907927367073,11.0,49.0
MG,40622,ROSÁRIO DA LIMEIRA,-0.1176837208863106,0.41044776119402987,0.21808866117175318,-0.04317946883390088,0.3377325133281285,21.0,134.0
MG,40630,ARAÇAÍ,-0.1838704303724006,0.7719298245614035,0.6177285318559557,-0.30875139521185196,0.3435528780163759,6.0,57.0
MG,40649,SANTA BÁRBARA DO LESTE,-0.2530741921664418,0.5373134328358209,0.31944753842726664,-0.29487409762654726,0.36735581374013354,13.0,134.0
MG,40657,ARACITABA,-0.1585615984256409,0.6764705882352942,0.4705882352941177,-0.30590071784546363,0.3219629406783208,13.0,68.0
MG,40665,SANTA RITA DE MINAS,-0.2530741921664418,0.5373134328358209,0.31944753842726664,-0.29487409762654726,0.36735581374013354,13.0,134.0
MG,40673,ARAÇUAÍ,-0.14892191184837,0.746031746031746,0.566137566137566,-0.2632573118854021,0.4005068237683707,10.0,63.0
MG,40681,SANTANA DO PARAÍSO,-0.0771559427024846,0.5217391304347826,0.30529300567107753,-0.013709388589587857,0.39825701813913217,10.0,46.0
MG,40690,ARAGUARI,-0.0243206526065284,0.2702702702702703,0.12864215566918272,-0.10635671109592704,0.30090889455676,21.0,111.0
MG,40703,SÃO JOÃO DA LAGOA,-0.1454349293572696,0.8805970149253731,0.7803519714858542,-0.22450069963136537,0.4112274736461396,5.0,67.0
MG,40711,ARANTINA,-0.1475354116466724,0.5945945945945946,0.3849525200876553,-0.13827209732518908,0.35354910170986786,9.0,37.0
MG,40720,SÃO JOÃO DO MANHUAÇU,-0.339043239834316,0.40397350993377484,0.25231349502214817,-0.20673147127254013,0.3014548915037733,13.0,151.0
MG,40738,ARAPONGA,-0.0612043866059036,0.7241379310344828,0.5434007134363855,0.027184519586165846,0.3522434073442383,5.0,29.0
MG,40746,SÃO JOÃO DO MANTENINHA,-0.2522745067070213,0.47959183673469385,0.258850478967097,-0.15954783204568648,0.2993902579439885,16.0,98.0
MG,40754,ARAPUÁ,-0.2271262458460488,0.4444444444444444,0.2361111111111111,-0.2834004037919447,0.3682762101622966,11.0,36.0
MG,40762,SÃO JOÃO DO PACUÍ,-0.1454349293572696,0.8805970149253731,0.7803519714858542,-0.22450069963136537,0.4112274736461396,5.0,67.0
MG,40770,ARAÚJOS,-0.2187077100154481,0.4810126582278481,0.31613523473802274,-0.18320457748336536,0.37788014066062603,12.0,79.0
MG,40789,SÃO JOSÉ DA LAPA,-0.2407647943657304,0.34782608695652173,0.16914933837429108,-0.03235691347199132,0.36418747432025883,20.0,115.0
MG,40797,ARAXÁ,-0.1076148836067902,0.49230769230769234,0.27242603550295863,-0.021398276721114797,0.37153333851076975,13.0,65.0
MG,40800,SARZEDO,-0.0599498115471592,0.3333333333333333,0.1507936507936508,-0.12401975568959081,0.3421202863672413,18.0,84.0
MG,40819,ARCEBURGO,-0.1756084069422906,0.5333333333333333,0.3466666666666667,-0.015311205248845779,0.31564826398156004,9.0,30.0
MG,40827,SEM PEIXE,-0.1089188499170477,0.3125,0.1509375,-0.11826829884868928,0.3183298350331256,16.0,80.0
MG,40835,ARCOS,-0.135777607029586,0.4117647058823529,0.27465397923875434,-0.08265798455708893,0.27749165064143116,10.0,68.0
MG,40843,SENADOR AMARAL,-0.1027836407625617,0.8205128205128205,0.680473372781065,-0.08104584978727182,0.250162981582197,6.0,39.0
MG,40851,AREADO,-0.1786747000296017,0.4878048780487805,0.26829268292682923,-0.28124487375373924,0.3734905820055166,11.0,41.0
MG,40860,UBAPORANGA,-0.2530741921664418,0.5373134328358209,0.31944753842726664,-0.29487409762654726,0.36735581374013354,13.0,134.0
MG,40878,ARGIRITA,-0.1887072794790713,0.717948717948718,0.5700197238658777,0.058772989966345945,0.4055169557236148,4.0,39.0
MG,40886,URUCUIA,-0.1857639384946951,0.7101449275362319,0.518588531821046,-0.2759337744866771,0.3027130568575361,10.0,69.0
MG,40894,ARINOS,-0.1857639384946951,0.7101449275362319,0.518588531821046,-0.2759337744866771,0.3027130568575361,10.0,69.0
MG,40908,VARGEM ALEGRE,-0.2129229561847008,0.6224489795918368,0.4250312369845898,-0.4051574841682873,0.43498732657216493,7.0,98.0
MG,40916,ASTOLFO DUTRA,-0.1637421838345049,0.7567567567567568,0.58327246165084,-0.24385094005225216,0.29262506488281964,9.0,74.0
MG,40924,JOSENÓPOLIS,-0.281605646264281,0.6122448979591837,0.40274885464389837,-0.3563160883142932,0.37951707685064245,9.0,49.0
MG,40932,ATALÉIA,-0.3296500154664103,0.4434782608695652,0.3020793950850662,-0.16151769145554692,0.3139899689075315,15.0,115.0
MG,40940,JUVENÍLIA,-0.2430439970795697,0.6551724137931034,0.45778834720570744,-0.27627041303484057,0.39139811216947024,7.0,29.0
MG,40959,AUGUSTO DE LIMA,-0.1342563300872864,0.7894736842105263,0.6315789473684211,-0.21376584012016725,0.27647542918803975,7.0,38.0
MG,40967,LEME DO PRADO,-0.1294844301421298,0.5,0.28236914600550966,0.0007539297683887244,0.26768686528468105,15.0,66.0
MG,40975,BAEPENDI,-0.1085722499254117,0.6181818181818182,0.4023140495867768,-0.0955589790506496,0.44514773318659895,11.0,55.0
MG,40983,LUISBURGO,-0.2537161493774659,0.5434782608695652,0.33459357277882795,-0.28521111439340485,0.3512475593543152,12.0,46.0
MG,40991,BALDIM,-0.138271121030572,0.684931506849315,0.48207918934133975,-0.1974399076220341,0.348497841472861,11.0,73.0
MG,41009,LUISLÂNDIA,-0.1749153839941787,0.5764705882352941,0.3528027681660899,-0.23192963468864392,0.3149203691831449,15.0,85.0
MG,41017,BAMBUÍ,-0.1699381402371609,0.6382978723404256,0.4232684472612042,-0.28037510872850485,0.35244826046382594,12.0,47.0
MG,41025,MÁRIO CAMPOS,-0.0599498115471592,0.3333333333333333,0.1507936507936508,-0.12401975568959081,0.3421202863672413,18.0,84.0
MG,41033,BANDEIRA,-0.2104377294740501,0.6119402985074627,0.3994208064156828,-0.35849818793425514,0.37937907761696954,10.0,67.0
MG,41041,MARTINS SOARES,-0.1488002040127421,0.746268656716418,0.5687235464468701,-0.1439488996651519,0.2691046792099103,8.0,67.0
MG,41050,BANDEIRA DO SUL,-0.1773907526136765,0.68,0.48480000000000006,-0.2199492660893522,0.2582053837620078,7.0,25.0
MG,41068,MIRAVÂNIA,-0.2484212871681101,0.6210526315789474,0.4165096952908588,-0.2605907196451297,0.45264647160488874,10.0,95.0
MG,41076,BARÃO DE COCAIS,-0.1507270755273407,0.475,0.2790625,-0.0436098113454838,0.34105793636981174,13.0,80.0
MG,41084,MONTE FORMOSO,-0.1275662410407202,0.819672131147541,0.6753560870733675,-0.1490755986824229,0.34711096347988596,11.0,61.0
MG,41092,BARÃO DE MONTE ALTO,-0.0862837155435755,0.6071428571428571,0.3845663265306122,-0.10661926226291753,0.19680545734942406,13.0,56.0
MG,41106,NATALÂNDIA,-0.1910117209646183,0.6862745098039216,0.4840445982314495,-0.3081685055708647,0.32715113255515055,11.0,51.0
MG,41114,BARBACENA,-0.0785535980236299,0.3333333333333333,0.1603653601572436,-0.13186989071538838,0.27739120192599115,14.0,93.0
MG,41122,NINHEIRA,-0.2992330561755533,0.4842105263157895,0.288421052631579,-0.20704679069330298,0.3633575295008873,14.0,95.0
MG,41130,BARRA LONGA,-0.1756669986699245,0.6578947368421053,0.45256232686980613,-0.10782974333053351,0.332150758448852,11.0,76.0
MG,41149,NOVA BELÉM,-0.2522745067070213,0.47959183673469385,0.258850478967097,-0.15954783204568648,0.2993902579439885,16.0,98.0
MG,41157,TRÊS MARIAS,-0.1928704225142636,0.4583333333333333,0.26736111111111105,-0.18977829741962052,0.19820457268839853,7.0,24.0
MG,41165,NOVA PORTEIRINHA,-0.1411323339678586,0.696969696969697,0.5055096418732783,-0.05135084145938186,0.24618450754372406,10.0,66.0
MG,41173,BARROSO,-0.1513283460260794,0.6111111111111112,0.39711934156378603,-0.08156075448222169,0.3743436778580715,11.0,54.0
MG,41181,NOVORIZONTE,-0.1719433521888362,0.5106382978723404,0.2926663648709823,-0.197776056168287,0.3446993372491302,14.0,94.0
MG,41190,BELA VISTA DE MINAS,-0.2270242530141597,0.6,0.384,-0.28066945140656047,0.3950440446423677,12.0,50.0
MG,41203,OLHOS D'ÁGUA,-0.2344336433982882,0.514018691588785,0.320115293912132,-0.13607851757897038,0.312720030197953,14.0,107.0
MG,41211,BELMIRO BRAGA,-0.1627058793144281,0.8163265306122449,0.6784673052894628,-0.23804435602173246,0.36028659146331216,6.0,49.0
MG,41220,ORATÓRIOS,-0.0517775015503769,0.7142857142857143,0.5379591836734694,0.0718972668450089,0.34929243945082394,5.0,35.0
MG,41238,BELO HORIZONTE,-0.1678526619275021,0.19938650306748465,0.1126877187699951,-0.13518236182864948,0.3766561860535826,21.0,326.0
MG,41246,ORIZÂNIA,-0.2537161493774659,0.5434782608695652,0.33459357277882795,-0.28521111439340485,0.3512475593543152,12.0,46.0
MG,41254,BELO ORIENTE,-0.1366627309531567,0.711864406779661,0.529445561620224,-0.21794888760192566,0.3548283935359028,8.0,59.0
MG,41262,PADRE CARVALHO,-0.1719433521888362,0.5106382978723404,0.2926663648709823,-0.197776056168287,0.3446993372491302,14.0,94.0
MG,41270,BELO VALE,-0.121352466988621,0.7931034482758621,0.6432818073721761,0.004450318268205677,0.2818454908740207,5.0,29.0
MG,41289,PAI PEDRO,-0.2429558389260009,0.6266666666666667,0.4247111111111112,-0.18396085002542523,0.4017997513026346,10.0,75.0
MG,41297,BERILO,-0.1528388362743023,0.5757575757575758,0.34940312213039487,-0.14668877343421302,0.3711173914391798,14.0,66.0
MG,41300,PATIS,-0.1938498525331729,0.6888888888888889,0.4893827160493827,-0.40091717579874814,0.4241181643350974,9.0,45.0
MG,41319,BERTÓPOLIS,-0.0671708132811289,0.6081081081081081,0.44521548575602626,-0.21188082471143332,0.31657663687550236,9.0,74.0
MG,41327,PEDRA BONITA,-0.089847617485143,0.5882352941176471,0.4009515570934256,-0.11836126082324168,0.31915460863440553,9.0,68.0
MG,41335,BETIM,-0.0787783168006056,0.23529411764705882,0.1245674740484429,-0.13785609791269973,0.3235650003071312,22.0,136.0
MG,41343,PIEDADE DE CARATINGA,-0.2530741921664418,0.5373134328358209,0.31944753842726664,-0.29487409762654726,0.36735581374013354,13.0,134.0
MG,41351,BIAS FORTES,-0.171885695163593,0.6721311475409836,0.46627250739048637,-0.24278891732670915,0.3284491272791293,11.0,61.0
MG,41360,PINGO D'ÁGUA,-0.2129229561847008,0.6224489795918368,0.4250312369845898,-0.4051574841682873,0.43498732657216493,7.0,98.0
MG,41378,BICAS,-0.1644072660825547,0.6212121212121212,0.4026629935720845,-0.25048784085798315,0.29575611816312436,11.0,66.0
MG,41386,PINTÓPOLIS,-0.1530245787947849,0.8,0.6511111111111112,-0.2631561496929674,0.3049179290583961,5.0,30.0
MG,41394,BIQUINHAS,-0.0971441348682423,0.8809523809523809,0.7800453514739228,-0.061272605022443825,0.2497250669177681,5.0,42.0
MG,41408,PONTO CHIQUE,-0.0049935863590665,0.4496124031007752,0.25978006129439335,-0.08646038473494005,0.2721436489238344,16.0,129.0
MG,41416,BOA ESPERANÇA,-0.0991673100748008,0.8421052631578947,0.7174515235457063,-0.06707648454618595,0.1192787087529718,4.0,19.0
MG,41424,REDUTO,-0.339043239834316,0.40397350993377484,0.25231349502214817,-0.20673147127254013,0.3014548915037733,13.0,151.0
MG,41432,BOCAINA DE MINAS,-0.1740082397380861,0.4782608695652174,0.2913253518168452,-0.24504179356095177,0.34264967698376964,11.0,69.0
MG,41440,SANTA BÁRBARA DO MONTE VERDE,-0.1347553307914729,0.7368421052631579,0.5650969529085872,-0.23499435441427727,0.2697958372188012,6.0,38.0
MG,41459,BOCAIÚVA,-0.2344336433982882,0.514018691588785,0.320115293912132,-0.13607851757897038,0.312720030197953,14.0,107.0
MG,41467,SANTA CRUZ DE MINAS,-0.1288976556282441,0.6344086021505376,0.4225922071915828,-0.13443682935578144,0.3377397448282562,15.0,93.0
MG,41475,BOM DESPACHO,-0.1589820975149906,0.6491228070175439,0.4472145275469375,-0.11888353600757968,0.3017324820197092,10.0,57.0
MG,41483,SANTA CRUZ DE SALINAS,-0.1801237818529982,0.5795454545454546,0.36182851239669417,-0.195815459876567,0.31946011175575406,16.0,88.0
MG,41491,BOM JARDIM DE MINAS,-0.1347553307914729,0.7368421052631579,0.5650969529085872,-0.23499435441427727,0.2697958372188012,6.0,38.0
MG,41505,SANTA HELENA DE MINAS,-0.0671708132811289,0.6081081081081081,0.44521548575602626,-0.21188082471143332,0.31657663687550236,9.0,74.0
MG,41513,BOM JESUS DA PENHA,-0.2258566460498579,0.5909090909090909,0.4400826446280992,0.007410929762501947,0.3173118470447351,6.0,44.0
MG,41521,SANTO ANTÔNIO DO RETIRO,-0.2992330561755533,0.4842105263157895,0.288421052631579,-0.20704679069330298,0.3633575295008873,14.0,95.0
MG,41530,BOM JESUS DO AMPARO,-0.1507270755273407,0.475,0.2790625,-0.0436098113454838,0.34105793636981174,13.0,80.0
MG,41548,SÃO DOMINGOS DAS DORES,-0.2834812332903509,0.38461538461538464,0.200258875739645,-0.1986451237914016,0.33395340243893973,16.0,104.0
MG,41556,BOM JESUS DO GALHO,-0.2129229561847008,0.6224489795918368,0.4250312369845898,-0.4051574841682873,0.43498732657216493,7.0,98.0
MG,41564,SÃO FÉLIX DE MINAS,-0.2469117416760121,0.6060606060606061,0.39807162534435264,-0.2406458885252689,0.3538150719268611,11.0,66.0
MG,41572,BOM REPOUSO,-0.1027836407625617,0.8205128205128205,0.680473372781065,-0.08104584978727182,0.250162981582197,6.0,39.0
MG,41580,SÃO GERALDO DO BAIXIO,-0.2469117416760121,0.6060606060606061,0.39807162534435264,-0.2406458885252689,0.3538150719268611,11.0,66.0
MG,41599,BOM SUCESSO,-0.1928284624206636,0.6190476190476191,0.42290249433106575,-0.12709304091181117,0.37329055540492995,8.0,42.0
MG,41602,SÃO JOÃO DAS MISSÕES,-0.2484212871681101,0.6210526315789474,0.4165096952908588,-0.2605907196451297,0.45264647160488874,10.0,95.0
MG,41610,BONFIM,-0.1612751451203174,0.6666666666666666,0.4698216735253772,-0.06424411576783268,0.2584836939255026,9.0,54.0
MG,41629,SÃO JOAQUIM DE BICAS,-0.1025509102644346,0.6428571428571429,0.4289795918367348,-0.06157465239425223,0.3713140313016404,13.0,70.0
MG,41637,BONFINÓPOLIS DE MINAS,-0.1910117209646183,0.6862745098039216,0.4840445982314495,-0.3081685055708647,0.32715113255515055,11.0,51.0
MG,41645,SÃO JOSÉ DA BARRA,-0.095512058274728,0.6170212765957447,0.39882299683114536,-0.08487576723798225,0.32867486482824587,11.0,47.0
MG,41653,BORDA DA MATA,-0.1241954288795629,0.4742268041237113,0.2692103305345945,-0.011066439536047258,0.30639632875210815,14.0,97.0
MG,41661,ALTO CAPARAÓ,-0.1488002040127421,0.746268656716418,0.5687235464468701,-0.1439488996651519,0.2691046792099103,8.0,67.0
MG,41670,BOTELHOS,-0.1931380928462253,0.7317073170731707,0.5621653777513385,-0.23288489953192748,0.43435837301752933,4.0,41.0
MG,41688,ANGELÂNDIA,-0.1456991955323718,0.4725274725274725,0.25685303707281726,-0.11438640104706642,0.3547286695155316,16.0,91.0
MG,41696,BOTUMIRIM,-0.281605646264281,0.6122448979591837,0.40274885464389837,-0.3563160883142932,0.37951707685064245,9.0,49.0
MG,41700,ARICANDUVA,-0.1748622135829892,0.7321428571428571,0.5478316326530611,-0.3526013957889439,0.38235615397878714,9.0,56.0
MG,41718,BRASÍLIA DE MINAS,-0.1749153839941787,0.5764705882352941,0.3528027681660899,-0.23192963468864392,0.3149203691831449,15.0,85.0
MG,41726,BERIZAL,-0.0428100507310806,0.5357142857142857,0.3246173469387755,-0.06765072622507588,0.25910059272318176,11.0,56.0
MG,41734,BRÁS PIRES,-0.1139839587949064,0.8,0.6466666666666667,-0.13454955745970537,0.17280567513236098,7.0,30.0
MG,41742,BONITO DE MINAS,-0.1567519692440785,0.6630434782608695,0.4496691871455576,-0.22141418470462193,0.32771654531053224,17.0,92.0
MG,41750,BRAÚNAS,-0.1366627309531567,0.711864406779661,0.529445561620224,-0.21794888760192566,0.3548283935359028,8.0,59.0
MG,41769,BUGRE,-0.0999875844662919,0.65,0.44375000000000003,-0.030968197397029495,0.20990307811092102,8.0,40.0
MG,41777,BRAZÓPOLIS,-0.1712582610416509,0.6428571428571429,0.44897959183673475,-0.14354076058746784,0.27814966194127094,7.0,56.0
MG,41785,CABECEIRA GRANDE,-0.1667101122219593,0.5333333333333333,0.32049382716049385,-0.11682683137316967,0.33330868257799434,9.0,45.0
MG,41793,BRUMADINHO,-0.3896242272472318,0.5060240963855421,0.32181739004209603,-0.10007734008299929,0.3785924325408267,12.0,83.0
MG,41807,CAMPO AZUL,-0.1749153839941787,0.5764705882352941,0.3528027681660899,-0.23192963468864392,0.3149203691831449,15.0,85.0
MG,41815,BUENO BRANDÃO,-0.1883172661578898,0.5,0.3321995464852608,-0.06867829239917977,0.2871978178265584,8.0,42.0
MG,41823,CANTAGALO,-0.1776063345493954,0.717391304347826,0.5368620037807184,-0.1975870406725102,0.360793150229798,7.0,46.0
MG,41831,BUENÓPOLIS,-0.1342563300872864,0.7894736842105263,0.6315789473684211,-0.21376584012016725,0.27647542918803975,7.0,38.0
MG,41840,CATAS ALTAS,-0.1129303890995394,0.7714285714285715,0.6081632653061225,-0.12912716584483874,0.35787635231645315,6.0,35.0
MG,41858,BURITIS,-0.2609473018941229,0.5588235294117647,0.36851211072664364,-0.19787362581896797,0.39394435708035175,7.0,34.0
MG,41866,CATUTI,-0.2429558389260009,0.6266666666666667,0.4247111111111112,-0.18396085002542523,0.4017997513026346,10.0,75.0
MG,41874,BURITIZEIRO,-0.0049935863590665,0.4496124031007752,0.25978006129439335,-0.08646038473494005,0.2721436489238344,16.0,129.0
MG,41882,CHAPADA GAÚCHA,-0.1857639384946951,0.7101449275362319,0.518588531821046,-0.2759337744866771,0.3027130568575361,10.0,69.0
MG,41890,CABO VERDE,-0.1931380928462253,0.7317073170731707,0.5621653777513385,-0.23288489953192748,0.43435837301752933,4.0,41.0
MG,41904,CÔNEGO MARINHO,-0.1567519692440785,0.6630434782608695,0.4496691871455576,-0.22141418470462193,0.32771654531053224,17.0,92.0
MG,41912,CACHOEIRA DA PRATA,-0.0067537576126601,0.36764705882352944,0.17690311418685123,-0.05091184337229736,0.314886938054422,14.0,68.0
MG,41920,CONFINS,-0.0954455738477076,0.7627118644067796,0.5880494110887676,-0.06307490003573876,0.34598607120355374,11.0,59.0
MG,41939,CACHOEIRA DE MINAS,-0.1869938496469383,0.47368421052631576,0.2728531855955678,-0.10460877144976806,0.3234627704124617,9.0,38.0
MG,41947,CÓRREGO FUNDO,-0.1744907684308604,0.5,0.2914540816326531,-0.15233573513864537,0.332802511189508,13.0,56.0
MG,41955,CACHOEIRA DOURADA,-0.0480042060689153,0.5161290322580645,0.3017689906347554,-0.047768299489755174,0.36905476832554923,12.0,62.0
MG,41963,CRISÓLITA,-0.0671708132811289,0.6081081081081081,0.44521548575602626,-0.21188082471143332,0.31657663687550236,9.0,74.0
MG,41971,CAETANÓPOLIS,-0.1838704303724006,0.7719298245614035,0.6177285318559557,-0.30875139521185196,0.3435528780163759,6.0,57.0
MG,41980,CUPARAQUE,-0.2569084981899837,0.6555555555555556,0.4693827160493827,-0.2288175787289034,0.33588553865084136,9.0,90.0
MG,41998,CAETÉ,-0.2247924622159539,0.5245901639344263,0.34856221445847896,-0.16767031912751534,0.3637410503888991,7.0,61.0
MG,42005,CURRAL DE DENTRO,-0.0428100507310806,0.5357142857142857,0.3246173469387755,-0.06765072622507588,0.25910059272318176,11.0,56.0
MG,42013,CAIANA,-0.2125596161245651,0.56,0.34720000000000006,-0.19326005842414187,0.3389397420423943,12.0,50.0
MG,42021,DELTA,-0.1221571840287764,0.35294117647058826,0.18339100346020762,-0.1264480193766425,0.31167993967923685,9.0,17.0
MG,42030,CAJURI,-0.1289018791810888,0.6455696202531646,0.42957859317417085,-0.1316291113992301,0.2961311891526636,15.0,79.0
MG,42048,DOM BOSCO,-0.1910117209646183,0.6862745098039216,0.4840445982314495,-0.3081685055708647,0.32715113255515055,11.0,51.0
MG,42056,CALDAS,-0.2684663626886507,0.2916666666666667,0.1550925925925926,-0.16154682411662621,0.3424014743699978,14.0,72.0
MG,42064,FREI LAGONEGRO,-0.1748622135829892,0.7321428571428571,0.5478316326530611,-0.3526013957889439,0.38235615397878714,9.0,56.0
MG,42072,CAMACHO,-0.2034844860546108,0.425531914893617,0.27206880941602535,0.02820897247527813,0.31190753116225933,10.0,47.0
MG,42080,FRUTA DE LEITE,-0.1719433521888362,0.5106382978723404,0.2926663648709823,-0.197776056168287,0.3446993372491302,14.0,94.0
MG,42099,CAMANDUCAIA,-0.0990079314245796,0.5813953488372093,0.36506219578150356,-0.16584298997023675,0.362811589036661,10.0,43.0
MG,42102,GAMELEIRAS,-0.1678638448808382,0.6410256410256411,0.4293228139381986,-0.16713979527243994,0.330640858081324,11.0,39.0
MG,42110,CAMBUÍ,-0.1027836407625617,0.8205128205128205,0.680473372781065,-0.08104584978727182,0.250162981582197,6.0,39.0
MG,42129,GLAUCILÂNDIA,-0.2149087829163891,0.47058823529411764,0.28873510188389084,-0.09103390351548057,0.3348330011057442,11.0,51.0
MG,42137,CAMBUQUIRA,-0.1651165681877325,0.5614035087719298,0.33641120344721454,-0.23085859531091285,0.32629759000627445,15.0,57.0
MG,42145,GOIABEIRA,-0.2569084981899837,0.6555555555555556,0.4693827160493827,-0.2288175787289034,0.33588553865084136,9.0,90.0
MG,42153,CAMPANÁRIO,-0.2022415347956681,0.6721311475409836,0.49422198333781237,-0.1481954034963554,0.39173748610178316,8.0,61.0
MG,42161,GOIANÁ,-0.1809335982480327,0.7846153846153846,0.637396449704142,-0.3040647336543444,0.3040647336543444,5.0,65.0
MG,42170,CAMPANHA,-0.1651165681877325,0.5614035087719298,0.33641120344721454,-0.23085859531091285,0.32629759000627445,15.0,57.0
MG,42188,GUARACIAMA,-0.2344336433982882,0.514018691588785,0.320115293912132,-0.13607851757897038,0.312720030197953,14.0,107.0
MG,42196,CAMPESTRE,-0.1773907526136765,0.68,0.48480000000000006,-0.2199492660893522,0.2582053837620078,7.0,25.0
MG,42200,IBIRACATU,-0.1077880271524285,0.8392857142857143,0.7104591836734694,-0.021871222267430938,0.31179251627014404,6.0,56.0
MG,42218,CAMPINA VERDE,-0.168722047670276,0.34146341463414637,0.20047590719809638,-0.07219202543818622,0.3425059657695583,10.0,41.0
MG,42226,IMBÉ DE MINAS,-0.2530741921664418,0.5373134328358209,0.31944753842726664,-0.29487409762654726,0.36735581374013354,13.0,134.0
MG,42234,CAMPO BELO,-0.1115178677905617,0.6486486486486487,0.4331628926223521,-0.09726088558913844,0.40368637392856255,12.0,37.0
MG,42242,INDAIABIRA,-0.0428100507310806,0.5357142857142857,0.3246173469387755,-0.06765072622507588,0.25910059272318176,11.0,56.0
MG,42250,CAMPO DO MEIO,-0.1182159402666761,0.6382978723404256,0.4305115436849254,-0.07690159293136292,0.27038960357455677,10.0,47.0
MG,42269,JAPONVAR,-0.1749153839941787,0.5764705882352941,0.3528027681660899,-0.23192963468864392,0.3149203691831449,15.0,85.0
MG,42277,CAMPO FLORIDO,-0.0985651045794836,0.7241379310344828,0.549346016646849,-0.10350718121664422,0.2605508994627478,6.0,58.0
MG,42285,JENIPAPO DE MINAS,-0.1528388362743023,0.5757575757575758,0.34940312213039487,-0.14668877343421302,0.3711173914391798,14.0,66.0
MG,42293,CAMPOS ALTOS,-0.1250365452033733,0.8846153846153846,0.78698224852071,-0.22025079430188715,0.22025079430188715,4.0,26.0
MG,42307,JOSÉ GONÇALVES DE MINAS,-0.1294844301421298,0.5,0.28236914600550966,0.0007539297683887244,0.26768686528468105,15.0,66.0
MG,42315,CAMPOS GERAIS,-0.1182159402666761,0.6382978723404256,0.4305115436849254,-0.07690159293136292,0.27038960357455677,10.0,47.0
MG,42323,JOSÉ RAYDAN,-0.3083296693732499,0.44,0.26897777777777776,-0.17715927974276238,0.27188269997399556,13.0,75.0
