pair_id,cod_classe,cod_assunto,classe,assunto,n_2020,n_2024,n_total,family_micro,fam_subst13,fam_subst11,fam_theme9,fam_theme7,fam_triad3,fam_fine8,fam_fine7,fam_fine7_archive,fam_fine7_literal
2470,12135,11649,TUTELA ANTECIPADA ANTECEDENTE,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,14,15,29,electoral_polls,electoral_polls,electoral_polls,electoral_polls,electoral_polls,information_env,pesquisa,pesquisa,pesquisa,pesquisa
411,11955,12588,CAUTELAR INOMINADA CRIMINAL,Crimes Conexos,29,0,29,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
174,11527,11716,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Transgressões Eleitorais,0,29,29,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1503,241,11598,PETIÇÃO CÍVEL,Inelegibilidade - Condenação Criminal por órgão colegiado ou Transitada em Julgado,17,11,28,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
410,11955,11501,CAUTELAR INOMINADA CRIMINAL,Corrupção Eleitoral,2,26,28,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
81,12061,11738,AÇÃO CAUTELAR,Cautelar Inominada - Preparatória,28,0,28,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1897,11541,11643,REPRESENTAÇÃO,Eleições - 2° Turno,26,2,28,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1441,241,11696,PETIÇÃO CÍVEL,Contas - Aprovação das Contas com Ressalvas,25,3,28,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2372,278,11489,TERMO CIRCUNSTANCIADO,"Inutilização, Alteração ou Perturbação de Propaganda",13,15,28,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
746,12729,11483,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,12,16,28,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1838,11532,11600,REGISTRO DE CANDIDATURA,Inelegibilidade - Desincompatibilização,12,16,28,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1986,272,11470,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,19,9,28,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1458,241,11486,PETIÇÃO CÍVEL,Difamação na Propaganda Eleitoral,16,11,27,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
2426,12135,11721,TUTELA ANTECIPADA ANTECEDENTE,Captação Ilícita de Sufrágio,13,14,27,abuse_economic,abuse_economic,abuse_economic,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1940,11541,11669,REPRESENTAÇÃO,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito,0,27,27,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
604,12625,11643,DIREITO DE RESPOSTA,Eleições - 2° Turno,14,13,27,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2304,278,3402,TERMO CIRCUNSTANCIADO,Ameaça,11,16,27,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
644,12625,11776,DIREITO DE RESPOSTA,Veiculação de Propaganda Partidária - Em Inserções,10,17,27,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2491,12135,12635,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,17,10,27,content_disinfo,content_disinfo,content_disinfo,content_disinfo,content_disinfo,information_env,content_disinfo,propaganda,propaganda,propaganda
1203,12561,11675,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Televisão,24,3,27,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2199,12630,11642,REPRESENTAÇÃO ESPECIAL,Eleições - 1° Turno,14,13,27,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2420,12135,12363,TUTELA ANTECIPADA ANTECEDENTE,Cancelamento de Registro de Candidatura,19,8,27,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,drop
145,11527,11642,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Eleições - 1° Turno,20,7,27,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1314,1727,3395,PETIÇÃO CRIMINAL,Calúnia,6,20,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1673,1733,12634,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Apropriação Indébita Eleitoral,17,9,26,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
326,12549,12055,CANCELAMENTO DE INSCRIÇÃO ELEITORAL (CIE),Impugnação - Transferência de Domicílio Eleitoral,5,21,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
876,12555,11778,IMPUGNAÇÃO À COMPOSIÇÃO DE JUNTA ELEITORAL,Requerimento,26,0,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
776,12729,11495,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Pesquisa Fraudulenta,15,11,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
2141,272,11668,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,1,25,26,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,propaganda
2084,272,11472,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Falsificação ou Alteração de Documento Público para Fins Eleitorais,22,4,26,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2385,278,11495,TERMO CIRCUNSTANCIADO,Pesquisa Fraudulenta,15,11,26,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
1255,12248,11778,PEDIDO DE COOPERAÇÃO JUDICIÁRIA,Requerimento,0,26,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1265,310,11501,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Corrupção Eleitoral,7,19,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1005,279,3397,INQUÉRITO POLICIAL,Injúria,15,11,26,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
2133,272,11443,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Promoção de Desordem nos Trabalhos Eleitorais,10,16,26,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
638,12625,11683,DIREITO DE RESPOSTA,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",13,13,26,content_disinfo,content_disinfo,content_disinfo,content_disinfo,content_disinfo,information_env,content_disinfo,propaganda,propaganda,propaganda
1567,241,11657,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,11,15,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1714,1733,14221,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Falsificação ou Alteração de Documento Particular para Fins Eleitorais,2,24,26,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1492,241,11594,PETIÇÃO CÍVEL,Identificação Numérica de Candidato,20,6,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1124,120,12360,MANDADO DE SEGURANÇA CÍVEL,Matéria Administrativa,13,13,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2175,272,15143,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Violência contra a Mulher Candidata ou no Exercício do Mandato Eletivo,0,26,26,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
480,12121,10751,COMUNICADO DE MANDADO DE PRISÃO,Captação ilícita de votos ou corrupção eleitoral,26,0,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1315,1727,11484,PETIÇÃO CRIMINAL,Calúnia na Propaganda Eleitoral,14,12,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
694,386,7792,EXECUÇÃO DA PENA,Pena de Multa,15,11,26,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2232,12633,14220,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,Contas-  Simplificada,23,2,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
79,12061,11736,AÇÃO CAUTELAR,Cautelar Inominada - De Produção Antecipada de Provas,25,0,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
619,12625,11670,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,11,14,25,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1728,1733,11438,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Inscrição Fraudulenta,10,15,25,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
665,386,11501,EXECUÇÃO DA PENA,Corrupção Eleitoral,24,1,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1580,241,11672,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco,16,9,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
32,11530,11778,APURAÇÃO DE ELEIÇÃO,Requerimento,18,7,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2160,272,11475,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Uso de Documento Falso para Fins Eleitorais,16,9,25,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
765,12729,11438,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Inscrição Fraudulenta,13,12,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1397,241,11470,PETIÇÃO CÍVEL,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,20,5,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
577,156,11681,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral - Outdoors,10,15,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1080,279,,INQUÉRITO POLICIAL,"Violência Política de Gênero (art, 326-B do Código Eleitoral)",1,24,25,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1380,1727,11508,PETIÇÃO CRIMINAL,Violação do Sigilo do Voto,8,17,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1159,12561,11646,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Eleições - Eleição Proporcional,21,4,25,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
618,12625,11666,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Debate Político,10,14,24,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2529,12134,12062,TUTELA CAUTELAR ANTECEDENTE,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,11,13,24,campaign_finance,campaign_finance,campaign_finance,campaign_finance,campaign_finance,strategic_attack,abuse,abuse,abuse,abuse
1006,279,11488,INQUÉRITO POLICIAL,Injúria Eleitoral Violenta,13,11,24,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
54,280,11455,AUTO DE PRISÃO EM FLAGRANTE,Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores,3,21,24,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
111,11526,11600,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Inelegibilidade - Desincompatibilização,21,3,24,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
600,12625,11640,DIREITO DE RESPOSTA,Cargo - Vice-Prefeito,11,13,24,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2601,12134,11778,TUTELA CAUTELAR ANTECEDENTE,Requerimento,13,11,24,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
451,11955,11778,CAUTELAR INOMINADA CRIMINAL,Requerimento,24,0,24,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
496,12121,7929,COMUNICADO DE MANDADO DE PRISÃO,Prisão em flagrante,23,0,23,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
140,11527,12063,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Conduta Vedada ao Agente Público,5,18,23,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
2178,272,11507,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Votação Múltipla ou Realizada em Lugar de Outrem,16,7,23,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
764,12729,11487,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Injúria na Propaganda Eleitoral,15,8,23,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
104,11526,11722,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Corrupção ou Fraude,0,23,23,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1654,12193,14220,PRESTAÇÃO DE CONTAS ELEITORAIS,Contas-  Simplificada,14,9,23,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1540,241,11445,PETIÇÃO CÍVEL,"Ocultação, Sonegação ou Recusa de Fornecimento de Utilidades, Alimentos e Transporte no Dia da Eleição",8,15,23,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
711,12729,12634,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Apropriação Indébita Eleitoral,20,3,23,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1424,241,11480,PETIÇÃO CÍVEL,Cerceamento da Fiscalização Partidária,11,12,23,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2413,278,11503,TERMO CIRCUNSTANCIADO,Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção,17,6,23,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
2585,12134,12635,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,13,10,23,content_disinfo,content_disinfo,content_disinfo,content_disinfo,content_disinfo,information_env,content_disinfo,propaganda,propaganda,propaganda
850,12077,11501,HOMOLOGAÇÃO EM ACORDO DE COLABORAÇÃO PREMIADA,Corrupção Eleitoral,23,0,23,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
257,11528,3515,AÇÃO PENAL ELEITORAL,Infração de Medida Sanitária Preventiva,22,0,22,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
677,386,12366,EXECUÇÃO DA PENA,Execução - Cumprimento de Sentença,19,3,22,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1954,11541,12636,REPRESENTAÇÃO,Propaganda Política - Propaganda Eleitoral - Telemarketing,5,17,22,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2469,12135,11648,TUTELA ANTECIPADA ANTECEDENTE,Pesquisa Eleitoral,15,7,22,electoral_polls,electoral_polls,electoral_polls,electoral_polls,electoral_polls,information_env,pesquisa,pesquisa,pesquisa,pesquisa
1559,241,11500,PETIÇÃO CÍVEL,"Prisão ou Detenção do Eleitor, Membro de Mesa Receptora, Fiscal, Delegado de Partido ou Candidato, Fora das Hipóteses Legais Permitidas",6,16,22,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1657,12193,12366,PRESTAÇÃO DE CONTAS ELEITORAIS,Execução - Cumprimento de Sentença,21,1,22,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
981,279,3532,INQUÉRITO POLICIAL,Falsificação de documento particular,7,15,22,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
554,156,11652,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral,0,22,22,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
2396,278,11778,TERMO CIRCUNSTANCIADO,Requerimento,19,3,22,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
968,279,10820,INQUÉRITO POLICIAL,Divulgação de pesquisa de fraudulenta,17,5,22,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
258,11528,3397,AÇÃO PENAL ELEITORAL,Injúria,10,11,21,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
248,11528,14221,AÇÃO PENAL ELEITORAL,Falsificação ou Alteração de Documento Particular para Fins Eleitorais,11,10,21,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
484,12121,11501,COMUNICADO DE MANDADO DE PRISÃO,Corrupção Eleitoral,20,1,21,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1152,12561,11428,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,DIREITO ELEITORAL,21,0,21,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1990,272,11522,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Arguição de Ineligibilidade Temerária ou de Má-Fé,11,10,21,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1550,241,11761,PETIÇÃO CÍVEL,Perda de Cargo Eletivo por Desfiliação Partidária,14,7,21,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
658,386,11513,EXECUÇÃO DA PENA,Arregimentação de Eleitor ou Boca de Urna,18,3,21,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
271,11528,,AÇÃO PENAL ELEITORAL,NI,11,10,21,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2409,278,11509,TERMO CIRCUNSTANCIADO,Violação do Sigilo da Urna ou dos Invólucros,11,10,21,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1494,241,11499,PETIÇÃO CÍVEL,Impedimento ou Embaraço ao Exercício do Sufrágio,15,5,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
509,,11778,CORREIÇÃO EM PRIMEIRO GRAU,Requerimento,20,0,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
275,11528,11476,AÇÃO PENAL ELEITORAL,Obtenção de Documento Falso para Fins Eleitorais,17,3,20,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2195,12630,11722,REPRESENTAÇÃO ESPECIAL,Corrupção ou Fraude,15,5,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1072,279,11496,INQUÉRITO POLICIAL,"Uso, na Propaganda Eleitoral, de Símbolo de Órgãos de Governo",14,6,20,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
1511,241,11605,PETIÇÃO CÍVEL,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,11,9,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
476,12121,11513,COMUNICADO DE MANDADO DE PRISÃO,Arregimentação de Eleitor ou Boca de Urna,20,0,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1996,272,11494,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral,16,4,20,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
313,11528,11503,AÇÃO PENAL ELEITORAL,Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção,9,11,20,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
558,156,11655,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,5,15,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1765,1298,,PROCESSO ADMINISTRATIVO,NI,4,16,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
149,11527,11559,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Improbidade Administrativa,14,6,20,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,drop
1466,241,11483,PETIÇÃO CÍVEL,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,9,11,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1626,241,11518,PETIÇÃO CÍVEL,Subscrição de Mais de Uma Ficha de Filiação Partidária,15,5,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
589,10980,11778,CUMPRIMENTO PROVISÓRIO DE DECISÃO,Requerimento,10,10,20,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2563,12134,11649,TUTELA CAUTELAR ANTECEDENTE,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,11,9,20,electoral_polls,electoral_polls,electoral_polls,electoral_polls,electoral_polls,information_env,pesquisa,pesquisa,pesquisa,pesquisa
636,12625,11674,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Rádio Comunitária,13,6,19,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
92,11526,12600,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Candidato Eleito,2,17,19,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1398,241,14225,PETIÇÃO CÍVEL,Apuração de indícios de irregularidades informados pela Administração Pública,10,9,19,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
281,11528,11495,AÇÃO PENAL ELEITORAL,Pesquisa Fraudulenta,12,7,19,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
312,11528,15143,AÇÃO PENAL ELEITORAL,Violência contra a Mulher Candidata ou no Exercício do Mandato Eletivo,1,18,19,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
1981,272,15056,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Acordo de Não Persecução Penal,19,0,19,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2338,278,3573,TERMO CIRCUNSTANCIADO,Desacato,8,11,19,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1555,241,11495,PETIÇÃO CÍVEL,Pesquisa Fraudulenta,13,6,19,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1490,241,11561,PETIÇÃO CÍVEL,Garantia de Autoridade de Decisão do Tribunal,11,8,19,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2590,12134,11679,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Internet,10,9,19,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1600,241,11449,PETIÇÃO CÍVEL,Recusa ou Abandono do Serviço Eleitoral,2,17,19,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
731,12729,11497,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Crimes contra o Sigilo ou o Exercício do Voto,2,17,19,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1661,12193,15089,PRESTAÇÃO DE CONTAS ELEITORAIS,Partido Político - Órgão de Direção Zonal,0,19,19,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2164,272,11491,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,8,11,19,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
128,11527,12601,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Candidato Não-Eleito,13,5,18,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
718,12729,3395,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Calúnia,8,10,18,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1604,241,11621,PETIÇÃO CÍVEL,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,11,7,18,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1584,241,11676,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação,5,13,18,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
113,11526,14936,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Inelegibilidade - Perda de Mandato,0,18,18,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
1682,1733,11502,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Coação Visando a Obtenção de Voto ou a sua Abstenção,6,12,18,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1681,1733,10751,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Captação ilícita de votos ou corrupção eleitoral,17,1,18,crime_vote,crime_vote,crime_vote,crime_vote,criminal,criminal,vote_crime,vote_crime,vote_crime,vote_crime
2448,12135,11642,TUTELA ANTECIPADA ANTECEDENTE,Eleições - 1° Turno,7,11,18,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1724,1733,3515,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Infração de Medida Sanitária Preventiva,18,0,18,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2489,12135,11665,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,18,0,18,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1451,241,11455,PETIÇÃO CÍVEL,Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores,3,15,18,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
