pair_id,cod_classe,cod_assunto,classe,assunto,n_2020,n_2024,n_total,family_micro,fam_subst13,fam_subst11,fam_theme9,fam_theme7,fam_triad3,fam_fine8,fam_fine7,fam_fine7_archive,fam_fine7_literal
346,258,11782,CARTA DE ORDEM CÍVEL,Intimação,234,230,464,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1936,11541,11670,REPRESENTAÇÃO,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,397,66,463,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
161,11527,11605,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,220,237,457,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
473,12550,14224,COMPOSIÇÃO DE MESA RECEPTORA,Requerimento de justificativa por ausência ou abandono dos trabalhos eleitorais,16,440,456,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
342,258,11783,CARTA DE ORDEM CÍVEL,Citação,152,303,455,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
187,11528,11513,AÇÃO PENAL ELEITORAL,Arregimentação de Eleitor ou Boca de Urna,291,163,454,crime_vote,crime_vote,crime_vote,crime_vote,criminal,criminal,vote_crime,vote_crime,vote_crime,vote_crime
2189,12630,11721,REPRESENTAÇÃO ESPECIAL,Captação Ilícita de Sufrágio,224,227,451,abuse_economic,abuse_economic,abuse_economic,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
2236,12633,12046,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,Prestação de Contas - De Candidato,424,23,447,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1414,241,11633,PETIÇÃO CÍVEL,Cargo - Prefeito,305,139,444,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
820,12554,11778,FILIAÇÃO PARTIDÁRIA,Requerimento,190,254,444,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2020,272,11501,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Corrupção Eleitoral,199,245,444,crime_vote,crime_vote,crime_vote,crime_vote,criminal,criminal,vote_crime,vote_crime,vote_crime,vote_crime
1440,241,11695,PETIÇÃO CÍVEL,Contas - Aprovação das Contas,393,49,442,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1933,11541,11665,REPRESENTAÇÃO,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,401,30,431,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
23,11530,11642,APURAÇÃO DE ELEIÇÃO,Eleições - 1° Turno,227,204,431,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1956,11541,11683,REPRESENTAÇÃO,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",228,199,427,content_disinfo,content_disinfo,content_disinfo,content_disinfo,content_disinfo,information_env,content_disinfo,propaganda,propaganda,propaganda
635,12625,11673,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Rádio,169,257,426,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2351,278,11514,TERMO CIRCUNSTANCIADO,Divulgação de Propaganda Eleitoral no Dia da Eleição,238,185,423,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
2001,272,3395,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Calúnia,235,185,420,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
1498,241,11616,PETIÇÃO CÍVEL,Impugnação ao Registro de Candidatura,298,121,419,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
2231,12633,11698,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,Contas - Não Apresentação das Contas,386,25,411,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
354,355,11783,CARTA PRECATÓRIA CRIMINAL,Citação,219,190,409,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1595,241,12463,PETIÇÃO CÍVEL,Providência,271,138,409,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
899,279,11513,INQUÉRITO POLICIAL,Arregimentação de Eleitor ou Boca de Urna,195,213,408,crime_vote,crime_vote,crime_vote,crime_vote,criminal,criminal,vote_crime,vote_crime,vote_crime,vote_crime
94,11526,12597,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Candidatura Fictícia,243,161,404,candidatura_ficticia,candidatura_ficticia,candidatura_ficticia,candidacy,candidacy,strategic_attack,eligibility,eligibility,drop,abuse
907,279,11484,INQUÉRITO POLICIAL,Calúnia na Propaganda Eleitoral,226,177,403,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
1179,12561,11662,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,331,70,401,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1912,11541,11648,REPRESENTAÇÃO,Pesquisa Eleitoral,1,388,389,electoral_polls,electoral_polls,electoral_polls,electoral_polls,electoral_polls,information_env,pesquisa,pesquisa,pesquisa,pesquisa
806,12554,11577,FILIAÇÃO PARTIDÁRIA,Alistamento Eleitoral - Duplicidade/Pluralidade,385,0,385,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
543,156,11767,CUMPRIMENTO DE SENTENÇA,Partido Político - Órgão de Direção Municipal,97,276,373,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1894,11541,11700,REPRESENTAÇÃO,Doação de Recursos Acima do Limite Legal - Pessoa Física,301,58,359,campaign_finance,campaign_finance,campaign_finance,campaign_finance,campaign_finance,strategic_attack,abuse,abuse,abuse,drop
366,355,11782,CARTA PRECATÓRIA CRIMINAL,Intimação,202,148,350,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1560,241,12642,PETIÇÃO CÍVEL,Processamento de Recurso Contra Expedição de Diploma,200,148,348,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1170,12561,12639,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,250,95,345,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1433,241,11589,PETIÇÃO CÍVEL,Condição de Elegibilidade - Filiação Partidária,256,88,344,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
2060,272,11486,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Difamação na Propaganda Eleitoral,204,136,340,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
1156,12561,11642,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Eleições - 1° Turno,317,18,335,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1884,11541,12063,REPRESENTAÇÃO,Conduta Vedada ao Agente Público,260,72,332,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1068,279,11475,INQUÉRITO POLICIAL,Uso de Documento Falso para Fins Eleitorais,40,285,325,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2064,272,11514,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Divulgação de Propaganda Eleitoral no Dia da Eleição,229,95,324,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1193,12561,11678,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,271,49,320,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
963,279,11486,INQUÉRITO POLICIAL,Difamação na Propaganda Eleitoral,141,178,319,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
1592,241,11723,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Institucional,269,48,317,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1943,11541,11677,REPRESENTAÇÃO,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide,214,99,313,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1386,241,11718,PETIÇÃO CÍVEL,Abuso - De Poder Econômico,197,116,313,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
89,11526,11718,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Abuso - De Poder Econômico,173,136,309,abuse_economic,abuse_economic,abuse_economic,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
786,12729,12731,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Transação Penal,152,149,301,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
714,12729,11513,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Arregimentação de Eleitor ou Boca de Urna,123,176,299,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1820,11532,11638,REGISTRO DE CANDIDATURA,Cargo - Vereador,265,32,297,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1610,241,11627,PETIÇÃO CÍVEL,Registro de Candidatura - Substituição de Candidato - Por Renúncia,171,124,295,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1959,11541,11773,REPRESENTAÇÃO,Propaganda Política - Propaganda Partidária,218,74,292,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2196,12630,11699,REPRESENTAÇÃO ESPECIAL,Doação de Recursos Acima do Limite Legal,113,170,283,campaign_finance,campaign_finance,campaign_finance,campaign_finance,campaign_finance,strategic_attack,abuse,abuse,abuse,drop
1197,12561,11681,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Outdoors,137,138,275,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
133,11527,11638,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Cargo - Vereador,124,144,268,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1960,11541,15141,REPRESENTAÇÃO,Propaganda Política Irregular,0,264,264,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1796,12557,11575,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,Alistamento Eleitoral - Cancelamento,115,149,264,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1947,11541,11676,REPRESENTAÇÃO,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação,116,147,263,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2342,278,11452,TERMO CIRCUNSTANCIADO,Desobediência a Ordens ou Instruções da Justiça Eleitoral,195,67,262,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
706,12729,15056,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Acordo de Não Persecução Penal,169,93,262,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1861,11541,11717,REPRESENTAÇÃO,Abuso,0,260,260,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1192,12561,12638,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Impulsionamento,203,54,257,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1486,241,11756,PETIÇÃO CÍVEL,Filiação Partidária - Cancelamento,164,92,256,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1176,12561,11660,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Boca de Urna,182,66,248,prop_timing,prop_timing,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1394,241,11579,PETIÇÃO CÍVEL,Alistamento Eleitoral - Inscrição Eleitoral,161,86,247,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1770,1298,11778,PROCESSO ADMINISTRATIVO,Requerimento,119,128,247,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2227,12633,11633,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,Cargo - Prefeito,230,16,246,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
465,12550,12053,COMPOSIÇÃO DE MESA RECEPTORA,Impugnação - Nomeação de Membro da Mesa Receptora,35,204,239,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
616,12625,11663,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,124,114,238,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
241,11528,11473,AÇÃO PENAL ELEITORAL,Falsidade Ideológica,156,80,236,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,vote_crime
2059,272,3396,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Difamação,117,117,234,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
568,156,11667,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,155,70,225,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
896,279,12634,INQUÉRITO POLICIAL,Apropriação Indébita Eleitoral,123,100,223,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
966,279,11483,INQUÉRITO POLICIAL,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,75,147,222,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
2410,278,11508,TERMO CIRCUNSTANCIADO,Violação do Sigilo do Voto,118,104,222,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
625,12625,11672,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco,145,77,222,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
641,12625,11778,DIREITO DE RESPOSTA,Requerimento,164,55,219,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
472,12550,11778,COMPOSIÇÃO DE MESA RECEPTORA,Requerimento,204,11,215,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1649,12193,11640,PRESTAÇÃO DE CONTAS ELEITORAIS,Cargo - Vice-Prefeito,187,26,213,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
872,12556,11778,IMPUGNAÇÃO PERANTE AS JUNTAS ELEITORAIS,Requerimento,200,11,211,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
542,156,,CUMPRIMENTO DE SENTENÇA,NI,86,122,208,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1872,11541,12600,REPRESENTAÇÃO,Candidato Eleito,55,151,206,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
193,11528,11484,AÇÃO PENAL ELEITORAL,Calúnia na Propaganda Eleitoral,126,78,204,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
913,279,11502,INQUÉRITO POLICIAL,Coação Visando a Obtenção de Voto ou a sua Abstenção,83,118,201,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1459,241,11724,PETIÇÃO CÍVEL,Diplomação,89,108,197,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
967,279,11514,INQUÉRITO POLICIAL,Divulgação de Propaganda Eleitoral no Dia da Eleição,87,110,197,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1917,11541,11770,REPRESENTAÇÃO,Propaganda Política,0,196,196,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
130,11527,11721,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Captação Ilícita de Sufrágio,6,189,195,abuse_economic,abuse_economic,abuse_economic,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1552,241,11649,PETIÇÃO CÍVEL,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,119,74,193,drop,drop,drop,drop,drop,drop,drop,drop,drop,pesquisa
2063,272,11483,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,92,101,193,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
1934,11541,11666,REPRESENTAÇÃO,Propaganda Política - Propaganda Eleitoral - Debate Político,110,83,193,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2239,12633,12069,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,Prestação de Contas - de Partido Político,169,23,192,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2075,272,11473,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Falsidade Ideológica,109,83,192,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,vote_crime
1564,241,11654,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,101,90,191,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1927,11541,11660,REPRESENTAÇÃO,Propaganda Política - Propaganda Eleitoral - Boca de Urna,98,92,190,prop_timing,prop_timing,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
