election_year,state,municipality_id_tse,municipality_name,share_first_time_candidates,mean_prior_candidacies,share_prior_winners,share_career_politicians,share_serial_challenger,share_cross_cycle_returner,n_candidates
2012,AL,28290,PASSO DE CAMARAGIBE,1.0,0.0,0.0,0.0,0.0,0.0,79
2012,AL,28312,PAULO JACINTO,1.0,0.0,0.0,0.0,0.0,0.0,68
2012,AL,28339,PENEDO,1.0,0.0,0.0,0.0,0.0,0.0,135
2012,AL,28355,PIAÇABUÇU,1.0,0.0,0.0,0.0,0.0,0.0,57
2012,AL,28371,PILAR,1.0,0.0,0.0,0.0,0.0,0.0,102
2012,AL,28398,PINDOBA,1.0,0.0,0.0,0.0,0.0,0.0,22
2012,AL,28410,PIRANHAS,1.0,0.0,0.0,0.0,0.0,0.0,66
2012,AL,28436,POÇO DAS TRINCHEIRAS,1.0,0.0,0.0,0.0,0.0,0.0,36
2012,AL,28452,PORTO CALVO,1.0,0.0,0.0,0.0,0.0,0.0,96
2012,AL,28479,PORTO DE PEDRAS,1.0,0.0,0.0,0.0,0.0,0.0,50
2012,AL,28495,PORTO REAL DO COLÉGIO,1.0,0.0,0.0,0.0,0.0,0.0,54
2012,AL,28517,QUEBRANGULO,1.0,0.0,0.0,0.0,0.0,0.0,68
2012,AL,28533,RIO LARGO,1.0,0.0,0.0,0.0,0.0,0.0,139
2012,AL,28550,ROTEIRO,1.0,0.0,0.0,0.0,0.0,0.0,32
2012,AL,28576,SANTA LUZIA DO NORTE,1.0,0.0,0.0,0.0,0.0,0.0,54
2012,AL,28592,SANTANA DO IPANEMA,1.0,0.0,0.0,0.0,0.0,0.0,122
2012,AL,28614,SANTANA DO MUNDAÚ,1.0,0.0,0.0,0.0,0.0,0.0,36
2012,AL,28630,SÃO BRÁS,1.0,0.0,0.0,0.0,0.0,0.0,55
2012,AL,28657,SÃO JOSÉ DA LAJE,1.0,0.0,0.0,0.0,0.0,0.0,74
2012,AL,28673,SÃO JOSÉ DA TAPERA,1.0,0.0,0.0,0.0,0.0,0.0,86
2012,AL,28690,SÃO LUÍS DO QUITUNDE,1.0,0.0,0.0,0.0,0.0,0.0,133
2012,AL,28711,SÃO MIGUEL DOS CAMPOS,1.0,0.0,0.0,0.0,0.0,0.0,106
2012,AL,28738,SÃO MIGUEL DOS MILAGRES,1.0,0.0,0.0,0.0,0.0,0.0,75
2012,AL,28754,SÃO SEBASTIÃO,1.0,0.0,0.0,0.0,0.0,0.0,103
2012,AL,28770,SATUBA,1.0,0.0,0.0,0.0,0.0,0.0,95
2012,AL,28797,TANQUE D'ARCA,1.0,0.0,0.0,0.0,0.0,0.0,46
2012,AL,28819,TAQUARANA,1.0,0.0,0.0,0.0,0.0,0.0,65
2012,AL,28835,TRAIPU,1.0,0.0,0.0,0.0,0.0,0.0,61
2012,AL,28851,UNIÃO DOS PALMARES,1.0,0.0,0.0,0.0,0.0,0.0,151
2012,AL,28878,VIÇOSA,1.0,0.0,0.0,0.0,0.0,0.0,68
2012,AL,28894,CRAÍBAS,1.0,0.0,0.0,0.0,0.0,0.0,82
2012,AL,28916,SENADOR RUI PALMEIRA,1.0,0.0,0.0,0.0,0.0,0.0,52
2012,AL,28932,TEOTÔNIO VILELA,1.0,0.0,0.0,0.0,0.0,0.0,92
2012,AM,02003,APUÍ,1.0,0.0,0.0,0.0,0.0,0.0,89
2012,AM,02011,NOVO AIRÃO,1.0,0.0,0.0,0.0,0.0,0.0,134
2012,AM,02020,GUAJARÁ,1.0,0.0,0.0,0.0,0.0,0.0,50
2012,AM,02038,ANORI,1.0,0.0,0.0,0.0,0.0,0.0,64
2012,AM,02046,CAREIRO DA VÁRZEA,1.0,0.0,0.0,0.0,0.0,0.0,136
2012,AM,02054,ATALAIA DO NORTE,1.0,0.0,0.0,0.0,0.0,0.0,85
2012,AM,02070,AUTAZES,1.0,0.0,0.0,0.0,0.0,0.0,158
2012,AM,02097,BARCELOS,1.0,0.0,0.0,0.0,0.0,0.0,91
2012,AM,02119,BARREIRINHA,1.0,0.0,0.0,0.0,0.0,0.0,99
2012,AM,02135,BENJAMIN CONSTANT,1.0,0.0,0.0,0.0,0.0,0.0,109
2012,AM,02151,BOCA DO ACRE,1.0,0.0,0.0,0.0,0.0,0.0,97
2012,AM,02178,BORBA,1.0,0.0,0.0,0.0,0.0,0.0,91
2012,AM,02194,CANUTAMA,1.0,0.0,0.0,0.0,0.0,0.0,58
2012,AM,02216,CARAUARI,1.0,0.0,0.0,0.0,0.0,0.0,60
2012,AM,02232,CAREIRO,1.0,0.0,0.0,0.0,0.0,0.0,176
2012,AM,02259,COARI,1.0,0.0,0.0,0.0,0.0,0.0,169
2012,AM,02275,CODAJÁS,1.0,0.0,0.0,0.0,0.0,0.0,84
2012,AM,02291,EIRUNEPÉ,1.0,0.0,0.0,0.0,0.0,0.0,97
2012,AM,02313,ENVIRA,1.0,0.0,0.0,0.0,0.0,0.0,79
2012,AM,02330,FONTE BOA,1.0,0.0,0.0,0.0,0.0,0.0,111
2012,AM,02356,HUMAITÁ,1.0,0.0,0.0,0.0,0.0,0.0,111
2012,AM,02372,SANTA ISABEL DO RIO NEGRO,1.0,0.0,0.0,0.0,0.0,0.0,57
2012,AM,02399,IPIXUNA,1.0,0.0,0.0,0.0,0.0,0.0,44
2012,AM,02410,ITACOATIARA,1.0,0.0,0.0,0.0,0.0,0.0,226
2012,AM,02437,ITAPIRANGA,1.0,0.0,0.0,0.0,0.0,0.0,88
2012,AM,02453,JAPURÁ,1.0,0.0,0.0,0.0,0.0,0.0,88
2012,AM,02470,JURUÁ,1.0,0.0,0.0,0.0,0.0,0.0,60
2012,AM,02496,JUTAÍ,1.0,0.0,0.0,0.0,0.0,0.0,81
2012,AM,02518,LÁBREA,1.0,0.0,0.0,0.0,0.0,0.0,96
2012,AM,02534,MANACAPURU,1.0,0.0,0.0,0.0,0.0,0.0,183
2012,AM,02550,MANAUS,1.0,0.0,0.0,0.0,0.0,0.0,893
2012,AM,02577,MANICORÉ,1.0,0.0,0.0,0.0,0.0,0.0,99
2012,AM,02593,MARAÃ,1.0,0.0,0.0,0.0,0.0,0.0,108
2012,AM,02615,MAUÉS,1.0,0.0,0.0,0.0,0.0,0.0,169
2012,AM,02631,NHAMUNDÁ,1.0,0.0,0.0,0.0,0.0,0.0,86
2012,AM,02658,NOVA OLINDA DO NORTE,1.0,0.0,0.0,0.0,0.0,0.0,135
2012,AM,02674,NOVO ARIPUANÃ,1.0,0.0,0.0,0.0,0.0,0.0,154
2012,AM,02690,PARINTINS,1.0,0.0,0.0,0.0,0.0,0.0,151
2012,AM,02712,PAUINI,1.0,0.0,0.0,0.0,0.0,0.0,41
2012,AM,02739,SANTO ANTÔNIO DO IÇÁ,1.0,0.0,0.0,0.0,0.0,0.0,105
2012,AM,02755,SÃO PAULO DE OLIVENÇA,1.0,0.0,0.0,0.0,0.0,0.0,108
2012,AM,02771,SILVES,1.0,0.0,0.0,0.0,0.0,0.0,76
2012,AM,02798,TAPAUÁ,1.0,0.0,0.0,0.0,0.0,0.0,126
2012,AM,02810,TEFÉ,1.0,0.0,0.0,0.0,0.0,0.0,141
2012,AM,02836,SÃO GABRIEL DA CACHOEIRA,1.0,0.0,0.0,0.0,0.0,0.0,124
2012,AM,02852,URUCARÁ,1.0,0.0,0.0,0.0,0.0,0.0,76
2012,AM,02879,URUCURITUBA,1.0,0.0,0.0,0.0,0.0,0.0,149
2012,AM,02895,ALVARÃES,1.0,0.0,0.0,0.0,0.0,0.0,101
2012,AM,02917,AMATURÁ,1.0,0.0,0.0,0.0,0.0,0.0,99
2012,AM,02933,ANAMÃ,1.0,0.0,0.0,0.0,0.0,0.0,68
2012,AM,02950,BERURI,1.0,0.0,0.0,0.0,0.0,0.0,55
2012,AM,02976,BOA VISTA DO RAMOS,1.0,0.0,0.0,0.0,0.0,0.0,122
2012,AM,02992,CAAPIRANGA,1.0,0.0,0.0,0.0,0.0,0.0,99
2012,AM,98353,IRANDUBA,1.0,0.0,0.0,0.0,0.0,0.0,138
2012,AM,98370,ITAMARATI,1.0,0.0,0.0,0.0,0.0,0.0,50
2012,AM,98396,MANAQUIRI,1.0,0.0,0.0,0.0,0.0,0.0,80
2012,AM,98418,PRESIDENTE FIGUEIREDO,1.0,0.0,0.0,0.0,0.0,0.0,111
2012,AM,98434,RIO PRETO DA EVA,1.0,0.0,0.0,0.0,0.0,0.0,132
2012,AM,98450,SÃO SEBASTIÃO DO UATUMÃ,1.0,0.0,0.0,0.0,0.0,0.0,90
2012,AM,98477,TABATINGA,1.0,0.0,0.0,0.0,0.0,0.0,150
2012,AM,98493,UARINI,1.0,0.0,0.0,0.0,0.0,0.0,104
2012,AM,98515,TONANTINS,1.0,0.0,0.0,0.0,0.0,0.0,69
2012,AP,06009,PRACUÚBA,1.0,0.0,0.0,0.0,0.0,0.0,55
2012,AP,06017,AMAPÁ,1.0,0.0,0.0,0.0,0.0,0.0,65
2012,AP,06025,PORTO GRANDE,1.0,0.0,0.0,0.0,0.0,0.0,105
2012,AP,06033,CALÇOENE,1.0,0.0,0.0,0.0,0.0,0.0,61
2012,AP,06041,ITAUBAL,1.0,0.0,0.0,0.0,0.0,0.0,62
2012,AP,06050,MACAPÁ,1.0,0.0,0.0,0.0,0.0,0.0,378
2012,AP,06068,CUTIAS,1.0,0.0,0.0,0.0,0.0,0.0,67
2012,AP,06076,MAZAGÃO,1.0,0.0,0.0,0.0,0.0,0.0,102
2012,AP,06084,PEDRA BRANCA DO AMAPARI,1.0,0.0,0.0,0.0,0.0,0.0,86
2012,AP,06092,OIAPOQUE,1.0,0.0,0.0,0.0,0.0,0.0,134
2012,AP,06106,SERRA DO NAVIO,1.0,0.0,0.0,0.0,0.0,0.0,63
2012,AP,06114,FERREIRA GOMES,1.0,0.0,0.0,0.0,0.0,0.0,72
2012,AP,06122,VITÓRIA DO JARI,1.0,0.0,0.0,0.0,0.0,0.0,97
2012,AP,06130,LARANJAL DO JARI,1.0,0.0,0.0,0.0,0.0,0.0,147
2012,AP,06157,SANTANA,1.0,0.0,0.0,0.0,0.0,0.0,194
2012,AP,06173,TARTARUGALZINHO,1.0,0.0,0.0,0.0,0.0,0.0,68
2012,BA,30007,LUÍS EDUARDO MAGALHÃES,1.0,0.0,0.0,0.0,0.0,0.0,182
2012,BA,30058,EUNÁPOLIS,1.0,0.0,0.0,0.0,0.0,0.0,189
2012,BA,30660,IUIU,1.0,0.0,0.0,0.0,0.0,0.0,36
2012,BA,30678,JABORANDI,1.0,0.0,0.0,0.0,0.0,0.0,43
2012,BA,30694,JUSSARI,1.0,0.0,0.0,0.0,0.0,0.0,39
2012,BA,30716,AMÉRICA DOURADA,1.0,0.0,0.0,0.0,0.0,0.0,47
2012,BA,30732,ARATACA,1.0,0.0,0.0,0.0,0.0,0.0,72
2012,BA,30759,BARRO ALTO,1.0,0.0,0.0,0.0,0.0,0.0,34
2012,BA,30775,BARROCAS,1.0,0.0,0.0,0.0,0.0,0.0,49
2012,BA,30791,BURITIRAMA,1.0,0.0,0.0,0.0,0.0,0.0,43
2012,BA,30813,CAPELA DO ALTO ALEGRE,1.0,0.0,0.0,0.0,0.0,0.0,58
2012,BA,30830,CAPIM GROSSO,1.0,0.0,0.0,0.0,0.0,0.0,81
2012,BA,30856,CANUDOS,1.0,0.0,0.0,0.0,0.0,0.0,38
2012,BA,30872,DIAS D'ÁVILA,1.0,0.0,0.0,0.0,0.0,0.0,155
2012,BA,30899,FÁTIMA,1.0,0.0,0.0,0.0,0.0,0.0,33
2012,BA,30910,FILADÉLFIA,1.0,0.0,0.0,0.0,0.0,0.0,58
2012,BA,30937,GAVIÃO,1.0,0.0,0.0,0.0,0.0,0.0,49
2012,BA,30953,GUAJERU,1.0,0.0,0.0,0.0,0.0,0.0,29
2012,BA,30970,HELIÓPOLIS,1.0,0.0,0.0,0.0,0.0,0.0,37
2012,BA,30996,JOÃO DOURADO,1.0,0.0,0.0,0.0,0.0,0.0,36
2012,BA,33014,ABAÍRA,1.0,0.0,0.0,0.0,0.0,0.0,29
2012,BA,33030,ABARÉ,1.0,0.0,0.0,0.0,0.0,0.0,47
2012,BA,33057,ACAJUTIBA,1.0,0.0,0.0,0.0,0.0,0.0,84
2012,BA,33065,ADUSTINA,1.0,0.0,0.0,0.0,0.0,0.0,33
2012,BA,33073,ÁGUA FRIA,1.0,0.0,0.0,0.0,0.0,0.0,60
2012,BA,33090,ÉRICO CARDOSO,1.0,0.0,0.0,0.0,0.0,0.0,36
2012,BA,33111,AIQUARA,1.0,0.0,0.0,0.0,0.0,0.0,45
2012,BA,33138,ALAGOINHAS,1.0,0.0,0.0,0.0,0.0,0.0,288
2012,BA,33154,ALCOBAÇA,1.0,0.0,0.0,0.0,0.0,0.0,124
2012,BA,33170,ALMADINA,1.0,0.0,0.0,0.0,0.0,0.0,33
2012,BA,33197,AMARGOSA,1.0,0.0,0.0,0.0,0.0,0.0,121
2012,BA,33219,AMÉLIA RODRIGUES,1.0,0.0,0.0,0.0,0.0,0.0,137
2012,BA,33235,ANAGÉ,1.0,0.0,0.0,0.0,0.0,0.0,63
2012,BA,33251,ANDARAÍ,1.0,0.0,0.0,0.0,0.0,0.0,50
2012,BA,33260,ANDORINHA,1.0,0.0,0.0,0.0,0.0,0.0,75
2012,BA,33278,ANGICAL,1.0,0.0,0.0,0.0,0.0,0.0,53
2012,BA,33294,ANGUERA,1.0,0.0,0.0,0.0,0.0,0.0,34
2012,BA,33316,ANTAS,1.0,0.0,0.0,0.0,0.0,0.0,33
2012,BA,33332,ANTÔNIO CARDOSO,1.0,0.0,0.0,0.0,0.0,0.0,59
2012,BA,33359,ANTÔNIO GONÇALVES,1.0,0.0,0.0,0.0,0.0,0.0,34
2012,BA,33375,APORÁ,1.0,0.0,0.0,0.0,0.0,0.0,59
2012,BA,33383,ARAÇÁS,1.0,0.0,0.0,0.0,0.0,0.0,66
2012,BA,33391,ARACATU,1.0,0.0,0.0,0.0,0.0,0.0,36
2012,BA,33405,APUAREMA,1.0,0.0,0.0,0.0,0.0,0.0,35
2012,BA,33413,ARACI,1.0,0.0,0.0,0.0,0.0,0.0,115
2012,BA,33430,ARAMARI,1.0,0.0,0.0,0.0,0.0,0.0,102
2012,BA,33456,ARATUÍPE,1.0,0.0,0.0,0.0,0.0,0.0,67
2012,BA,33472,AURELINO LEAL,1.0,0.0,0.0,0.0,0.0,0.0,89
2012,BA,33499,BAIANÓPOLIS,1.0,0.0,0.0,0.0,0.0,0.0,51
2012,BA,33510,BAIXA GRANDE,1.0,0.0,0.0,0.0,0.0,0.0,44
2012,BA,33529,BANZAÊ,1.0,0.0,0.0,0.0,0.0,0.0,44
2012,BA,33537,BARRA,1.0,0.0,0.0,0.0,0.0,0.0,70
2012,BA,33553,BARRA DA ESTIVA,1.0,0.0,0.0,0.0,0.0,0.0,43
2012,BA,33570,BARRA DO CHOÇA,1.0,0.0,0.0,0.0,0.0,0.0,83
2012,BA,33596,BARRA DO MENDES,1.0,0.0,0.0,0.0,0.0,0.0,41
2012,BA,33618,BARRA DO ROCHA,1.0,0.0,0.0,0.0,0.0,0.0,56
2012,BA,33634,BARREIRAS,1.0,0.0,0.0,0.0,0.0,0.0,254
2012,BA,33650,BARRO PRETO,1.0,0.0,0.0,0.0,0.0,0.0,96
2012,BA,33677,BELMONTE,1.0,0.0,0.0,0.0,0.0,0.0,104
2012,BA,33693,BELO CAMPO,1.0,0.0,0.0,0.0,0.0,0.0,52
2012,BA,33715,BIRITINGA,1.0,0.0,0.0,0.0,0.0,0.0,49
2012,BA,33731,BOA NOVA,1.0,0.0,0.0,0.0,0.0,0.0,121
2012,BA,33758,BOA VISTA DO TUPIM,1.0,0.0,0.0,0.0,0.0,0.0,43
2012,BA,33774,BOM JESUS DA LAPA,1.0,0.0,0.0,0.0,0.0,0.0,151
2012,BA,33782,BOM JESUS DA SERRA,1.0,0.0,0.0,0.0,0.0,0.0,58
2012,BA,33790,BONINAL,1.0,0.0,0.0,0.0,0.0,0.0,61
2012,BA,33804,BONITO,1.0,0.0,0.0,0.0,0.0,0.0,50
2012,BA,33812,BOQUIRA,1.0,0.0,0.0,0.0,0.0,0.0,60
2012,BA,33839,BOTUPORÃ,1.0,0.0,0.0,0.0,0.0,0.0,39
2012,BA,33855,BREJÕES,1.0,0.0,0.0,0.0,0.0,0.0,81
2012,BA,33871,BREJOLÂNDIA,1.0,0.0,0.0,0.0,0.0,0.0,28
2012,BA,33898,BROTAS DE MACAÚBAS,1.0,0.0,0.0,0.0,0.0,0.0,36
2012,BA,33910,BRUMADO,1.0,0.0,0.0,0.0,0.0,0.0,93
2012,BA,33936,BUERAREMA,1.0,0.0,0.0,0.0,0.0,0.0,113
2012,BA,33952,CAATIBA,1.0,0.0,0.0,0.0,0.0,0.0,56
2012,BA,33960,CABACEIRAS DO PARAGUAÇU,1.0,0.0,0.0,0.0,0.0,0.0,52
2012,BA,33979,CACHOEIRA,1.0,0.0,0.0,0.0,0.0,0.0,116
2012,BA,33995,CACULÉ,1.0,0.0,0.0,0.0,0.0,0.0,44
2012,BA,34010,CAEM,1.0,0.0,0.0,0.0,0.0,0.0,26
2012,BA,34029,CAETANOS,1.0,0.0,0.0,0.0,0.0,0.0,64
2012,BA,34037,CAETITÉ,1.0,0.0,0.0,0.0,0.0,0.0,53
2012,BA,34053,CAFARNAUM,1.0,0.0,0.0,0.0,0.0,0.0,70
2012,BA,34070,CAIRU,1.0,0.0,0.0,0.0,0.0,0.0,68
2012,BA,34096,CALDEIRÃO GRANDE,1.0,0.0,0.0,0.0,0.0,0.0,68
2012,BA,34118,CAMACAN,1.0,0.0,0.0,0.0,0.0,0.0,108
2012,BA,34134,CAMAÇARI,1.0,0.0,0.0,0.0,0.0,0.0,356
2012,BA,34150,CAMAMU,1.0,0.0,0.0,0.0,0.0,0.0,109
2012,BA,34177,CAMPO ALEGRE DE LOURDES,1.0,0.0,0.0,0.0,0.0,0.0,70
2012,BA,34193,CAMPO FORMOSO,1.0,0.0,0.0,0.0,0.0,0.0,93
2012,BA,34215,CANÁPOLIS,1.0,0.0,0.0,0.0,0.0,0.0,43
2012,BA,34231,CANARANA,1.0,0.0,0.0,0.0,0.0,0.0,57
2012,BA,34258,CANAVIEIRAS,1.0,0.0,0.0,0.0,0.0,0.0,117
2012,BA,34274,CANDEAL,1.0,0.0,0.0,0.0,0.0,0.0,50
2012,BA,34290,CANDEIAS,1.0,0.0,0.0,0.0,0.0,0.0,287
2012,BA,34312,CANDIBA,1.0,0.0,0.0,0.0,0.0,0.0,37
2012,BA,34339,CÂNDIDO SALES,1.0,0.0,0.0,0.0,0.0,0.0,78
2012,BA,34355,CANSANÇÃO,1.0,0.0,0.0,0.0,0.0,0.0,107
2012,BA,34363,CARAÍBAS,1.0,0.0,0.0,0.0,0.0,0.0,54
2012,BA,34371,CARAVELAS,1.0,0.0,0.0,0.0,0.0,0.0,85
2012,BA,34398,CARDEAL DA SILVA,1.0,0.0,0.0,0.0,0.0,0.0,61
2012,BA,34410,CARINHANHA,1.0,0.0,0.0,0.0,0.0,0.0,109
2012,BA,34436,CASA NOVA,1.0,0.0,0.0,0.0,0.0,0.0,135
2012,BA,34452,CASTRO ALVES,1.0,0.0,0.0,0.0,0.0,0.0,109
