election_year,state,municipality_id_tse,municipality_name,n_polls,n_firms,total_sample,mean_sample,total_cost,mean_cost,n_own_polls,n_polls_last30,last_poll_days_before_election,polled
2024,BA,39675,WAGNER,5,3,2560.0,512.0,43000.0,8600.0,0,2,128,1
2024,BA,39691,WENCESLAU GUIMARÃES,2,2,850.0,425.0,21000.0,10500.0,0,2,9,1
2024,BA,39713,XIQUE-XIQUE,8,4,4364.0,545.5,60200.0,7525.0,1,5,129,1
2024,BA,39748,MADRE DE DEUS,3,2,1167.0,389.0,24000.0,8000.0,0,2,131,1
2024,BA,39756,MAETINGA,2,2,864.0,432.0,22000.0,11000.0,0,2,6,1
2024,BA,39772,MANSIDÃO,2,2,905.0,452.5,13000.0,6500.0,0,2,11,1
2024,BA,39810,PÉ DE SERRA,6,4,2899.0,483.1666666666667,30500.0,5083.333333333333,2,3,160,1
2024,BA,39845,QUIXABEIRA,2,2,768.0,384.0,16000.0,8000.0,0,1,111,1
2024,BA,39870,SANTA LUZIA,1,1,374.0,374.0,6000.0,6000.0,0,0,126,1
2024,BA,39896,SÃO GABRIEL,6,4,2702.0,450.3333333333333,58000.0,9666.666666666666,0,3,127,1
2024,BA,39900,SÍTIO DO QUINTO,4,4,1854.0,463.5,23000.0,5750.0,0,2,131,1
2024,BA,39918,TANQUE NOVO,1,1,504.0,504.0,13000.0,13000.0,0,1,19,1
2024,BA,39934,TEIXEIRA DE FREITAS,6,4,3430.0,571.6666666666666,155500.0,25916.666666666668,3,5,34,1
2024,BA,39942,NOVO HORIZONTE,2,2,614.0,307.0,19000.0,9500.0,1,1,65,1
2024,BA,39950,VÁRZEA NOVA,8,4,3011.0,376.375,90500.0,11312.5,1,3,192,1
2024,BA,39969,NOVA IBIÁ,2,2,820.0,410.0,12000.0,6000.0,0,2,19,1
2024,BA,39977,VÁRZEA DA ROÇA,1,1,458.0,458.0,6000.0,6000.0,0,0,78,1
2024,BA,39985,SOBRADINHO,3,2,1387.0,462.3333333333333,20000.0,6666.666666666667,0,1,211,1
2024,CE,13005,JIJOCA DE JERICOACOARA,2,2,800.0,400.0,22000.0,11000.0,0,2,17,1
2024,CE,13013,ABAIARA,1,1,278.0,278.0,10000.0,10000.0,0,0,45,1
2024,CE,13021,MADALENA,1,1,300.0,300.0,8000.0,8000.0,0,0,198,1
2024,CE,13064,GRAÇA,4,3,1630.0,407.5,36000.0,9000.0,0,3,65,1
2024,CE,13110,ALTANEIRA,1,1,400.0,400.0,12000.0,12000.0,0,1,12,1
2024,CE,13137,ALTO SANTO,1,1,463.0,463.0,4000.0,4000.0,0,0,114,1
2024,CE,13196,AQUIRAZ,2,2,1000.0,500.0,76755.70999999999,38377.854999999996,0,1,98,1
2024,CE,13200,ERERÊ,3,2,1100.0,366.6666666666667,16000.0,5333.333333333333,0,3,24,1
2024,CE,13218,ARACATI,1,1,400.0,400.0,10000.0,10000.0,0,1,8,1
2024,CE,13277,ARATUBA,1,1,400.0,400.0,12000.0,12000.0,0,1,9,1
2024,CE,13323,TEJUÇUOCA,1,1,414.0,414.0,8000.0,8000.0,0,1,27,1
2024,CE,13374,BARBALHA,3,3,1573.0,524.3333333333334,87000.0,29000.0,0,3,9,1
2024,CE,13390,BARRO,1,1,501.0,501.0,6000.0,6000.0,0,0,71,1
2024,CE,13404,BARROQUINHA,3,3,1115.0,371.6666666666667,24500.0,8166.666666666667,0,3,15,1
2024,CE,13412,BATURITÉ,1,1,588.0,588.0,12000.0,12000.0,0,1,11,1
2024,CE,13439,BEBERIBE,1,1,505.0,505.0,10000.0,10000.0,0,0,46,1
2024,CE,13455,BELA CRUZ,1,1,377.0,377.0,12000.0,12000.0,0,1,6,1
2024,CE,13480,ITAITINGA,1,1,550.0,550.0,40000.0,40000.0,0,0,42,1
2024,CE,13501,FORTIM,1,1,522.0,522.0,10000.0,10000.0,0,0,73,1
2024,CE,13510,CAMOCIM,1,1,470.0,470.0,8000.0,8000.0,0,1,12,1
2024,CE,13552,CANINDÉ,3,3,1500.0,500.0,87000.0,29000.0,0,3,21,1
2024,CE,13579,CAPISTRANO,2,2,861.0,430.5,18000.0,9000.0,0,2,28,1
2024,CE,13692,CASCAVEL,3,3,1278.0,426.0,34000.0,11333.333333333334,0,2,34,1
2024,CE,13730,CAUCAIA,14,7,11157.0,796.9285714285714,489901.71,34992.97928571429,2,6,105,1
2024,CE,13757,CEDRO,2,2,777.0,388.5,26000.0,13000.0,0,2,6,1
2024,CE,13838,CRATEÚS,4,3,1500.0,375.0,47000.0,11750.0,0,4,17,1
2024,CE,13854,CRATO,4,4,2540.0,635.0,129046.0,32261.5,0,4,18,1
2024,CE,13870,FARIAS BRITO,1,1,300.0,300.0,7000.0,7000.0,0,1,7,1
2024,CE,13897,FORTALEZA,69,15,78611.0,1139.2898550724638,3329226.5,48249.659420289856,21,24,264,1
2024,CE,13919,FRECHEIRINHA,4,2,1522.0,380.5,45000.0,11250.0,0,2,70,1
2024,CE,13978,GRANJEIRO,2,1,643.0,321.5,18000.0,9000.0,0,1,91,1
2024,CE,13994,GROAÍRAS,1,1,370.0,370.0,12000.0,12000.0,0,1,7,1
2024,CE,14010,GUARACIABA DO NORTE,1,1,500.0,500.0,12000.0,12000.0,0,1,26,1
2024,CE,14052,HIDROLÂNDIA,4,3,1726.0,431.5,92000.0,23000.0,0,4,27,1
2024,CE,14079,IBIAPINA,3,1,1200.0,400.0,36000.0,12000.0,0,3,18,1
2024,CE,14117,IGUATU,1,1,400.0,400.0,15000.0,15000.0,0,1,5,1
2024,CE,14133,INDEPENDÊNCIA,4,3,1977.0,494.25,63000.0,15750.0,0,3,58,1
2024,CE,14150,IPAUMIRIM,2,1,700.0,350.0,11000.0,5500.0,0,1,54,1
2024,CE,14176,IPU,4,2,1716.0,429.0,36000.0,9000.0,0,4,14,1
2024,CE,14214,IRACEMA,4,3,1698.0,424.5,31000.0,7750.0,0,2,71,1
2024,CE,14273,ITAPAGÉ,2,2,849.0,424.5,20000.0,10000.0,0,2,4,1
2024,CE,14290,ITAPIPOCA,1,1,600.0,600.0,40000.0,40000.0,0,1,26,1
2024,CE,14311,ITAPIÚNA,2,2,700.0,350.0,22000.0,11000.0,0,2,6,1
2024,CE,14354,JAGUARETAMA,2,1,900.0,450.0,11000.0,5500.0,0,1,32,1
2024,CE,14370,JAGUARIBARA,1,1,400.0,400.0,5000.0,5000.0,0,1,4,1
2024,CE,14397,JAGUARIBE,1,1,379.0,379.0,10000.0,10000.0,0,1,3,1
2024,CE,14451,JATI,4,3,1628.0,407.0,26000.0,6500.0,1,2,155,1
2024,CE,14478,JUAZEIRO DO NORTE,16,9,11500.0,718.75,550322.0,34395.125,0,11,181,1
2024,CE,14532,LIMOEIRO DO NORTE,2,2,800.0,400.0,16000.0,8000.0,0,2,19,1
2024,CE,14559,MARANGUAPE,1,1,640.0,640.0,65000.0,65000.0,0,1,12,1
2024,CE,14591,MARTINÓPOLE,2,1,742.0,371.0,16000.0,8000.0,0,2,17,1
2024,CE,14613,MASSAPÊ,4,3,1580.0,395.0,40000.0,10000.0,0,3,86,1
2024,CE,14630,MAURITI,1,1,400.0,400.0,10000.0,10000.0,0,0,34,1
2024,CE,14656,MERUOCA,1,1,542.0,542.0,10000.0,10000.0,0,0,70,1
2024,CE,14672,MILAGRES,2,2,800.0,400.0,14000.0,7000.0,0,2,3,1
2024,CE,14710,MOMBAÇA,3,2,1728.0,576.0,67000.0,22333.333333333332,0,2,41,1
2024,CE,14737,MONSENHOR TABOSA,1,1,400.0,400.0,12000.0,12000.0,0,0,31,1
2024,CE,14753,MORADA NOVA,8,7,3597.0,449.625,109000.0,13625.0,2,5,59,1
2024,CE,14770,MORAÚJO,2,2,700.0,350.0,21250.0,10625.0,0,2,7,1
2024,CE,14796,MORRINHOS,1,1,400.0,400.0,10000.0,10000.0,0,0,34,1
2024,CE,14834,MULUNGU,1,1,500.0,500.0,10000.0,10000.0,0,1,27,1
2024,CE,14850,NOVA OLINDA,1,1,574.0,574.0,14000.0,14000.0,0,1,16,1
2024,CE,14893,NOVO ORIENTE,1,1,378.0,378.0,8000.0,8000.0,0,1,4,1
2024,CE,14915,ORÓS,1,1,376.0,376.0,11000.0,11000.0,0,1,5,1
2024,CE,14931,PACAJUS,2,2,700.0,350.0,18000.0,9000.0,0,2,7,1
2024,CE,14958,PACATUBA,5,4,2476.0,495.2,74000.0,14800.0,1,4,173,1
2024,CE,14974,PACOTI,2,2,671.0,335.5,16000.0,8000.0,0,2,12,1
2024,CE,15032,PALMÁCIA,2,1,597.0,298.5,16000.0,8000.0,0,1,58,1
2024,CE,15113,PEDRA BRANCA,2,1,1018.0,509.0,42000.0,21000.0,0,1,42,1
2024,CE,15156,PENTECOSTE,2,2,700.0,350.0,22000.0,11000.0,0,2,7,1
2024,CE,15172,PEREIRO,1,1,500.0,500.0,5000.0,5000.0,0,1,25,1
2024,CE,15199,PIQUET CARNEIRO,1,1,400.0,400.0,10000.0,10000.0,0,1,4,1
2024,CE,15210,PORANGA,4,3,1510.0,377.5,39000.0,9750.0,0,4,13,1
2024,CE,15253,POTENGI,1,1,300.0,300.0,12000.0,12000.0,0,0,54,1
2024,CE,15270,QUIXADÁ,1,1,500.0,500.0,12000.0,12000.0,0,1,22,1
2024,CE,15440,SALITRE,1,1,300.0,300.0,7000.0,7000.0,0,1,8,1
2024,CE,15458,SANTA QUITÉRIA,2,2,900.0,450.0,58000.0,29000.0,0,0,-376,1
2024,CE,15474,SÃO BENEDITO,1,1,400.0,400.0,12000.0,12000.0,0,1,10,1
2024,CE,15490,SÃO GONÇALO DO AMARANTE,6,4,2663.0,443.8333333333333,80296.43,13382.738333333333,0,4,98,1
2024,CE,15539,SÃO LUÍS DO CURU,2,2,700.0,350.0,18000.0,9000.0,0,2,9,1
2024,CE,15555,SENADOR POMPEU,5,2,2326.0,465.2,98000.0,19600.0,0,4,140,1
2024,CE,15598,SOBRAL,3,3,1790.0,596.6666666666666,194350.0,64783.333333333336,0,3,17,1
2024,CE,15610,SOLONÓPOLE,1,1,400.0,400.0,12000.0,12000.0,0,1,25,1
2024,CE,15636,TABULEIRO DO NORTE,2,2,800.0,400.0,42600.0,21300.0,0,1,38,1
2024,CE,15652,TAMBORIL,2,2,777.0,388.5,20000.0,10000.0,0,2,9,1
2024,CE,15679,TAUÁ,1,1,580.0,580.0,59620.0,59620.0,0,1,9,1
2024,CE,15717,TRAIRI,1,1,230.0,230.0,35000.0,35000.0,1,1,4,1
2024,CE,15733,UBAJARA,4,2,2242.0,560.5,36000.0,9000.0,0,3,43,1
2024,CE,15750,UMARI,1,1,406.0,406.0,5000.0,5000.0,0,1,12,1
2024,CE,15776,URUBURETAMA,2,1,900.0,450.0,24000.0,12000.0,2,0,250,1
2024,CE,15792,URUOCA,1,1,290.0,290.0,12000.0,12000.0,0,1,13,1
2024,CE,15814,VÁRZEA ALEGRE,1,1,417.0,417.0,10000.0,10000.0,0,1,10,1
2024,CE,15830,VIÇOSA DO CEARÁ,1,1,381.0,381.0,8000.0,8000.0,0,1,5,1
2024,CE,15857,MARACANAÚ,1,1,1060.0,1060.0,16000.0,16000.0,0,1,21,1
2024,CE,15873,AMONTADA,1,1,400.0,400.0,15000.0,15000.0,0,1,7,1
2024,CE,15911,FORQUILHA,3,2,1221.0,407.0,32000.0,10666.666666666666,0,2,106,1
2024,CE,15938,ICAPUÍ,4,4,1476.0,369.0,48000.0,12000.0,0,4,9,1
2024,CE,15989,DEPUTADO IRAPUAN PINHEIRO,2,2,1333.0,666.5,38000.0,19000.0,0,2,9,1
2024,ES,56006,SÃO DOMINGOS DO NORTE,2,1,1200.0,600.0,43000.0,21500.0,0,1,90,1
2024,ES,56014,AFONSO CLÁUDIO,3,3,1487.0,495.6666666666667,30000.0,10000.0,0,3,15,1
2024,ES,56022,ÁGUA DOCE DO NORTE,2,1,800.0,400.0,22000.0,11000.0,0,1,135,1
2024,ES,56030,ALEGRE,1,1,410.0,410.0,5000.0,5000.0,0,1,12,1
2024,ES,56049,IRUPI,5,3,1498.0,299.6,25000.0,5000.0,0,4,61,1
2024,ES,56057,ALFREDO CHAVES,9,5,3402.0,378.0,79000.0,8777.777777777777,0,5,173,1
2024,ES,56073,ANCHIETA,11,6,4758.0,432.54545454545456,128500.0,11681.818181818182,3,6,187,1
2024,ES,56081,VILA PAVÃO,5,4,2008.0,401.6,70500.0,14100.0,1,3,168,1
2024,ES,56090,APIACÁ,1,1,363.0,363.0,5000.0,5000.0,0,1,15,1
2024,ES,56111,ARACRUZ,8,3,3360.0,420.0,68500.0,8562.5,6,2,122,1
2024,ES,56120,MARATAÍZES,4,3,2150.0,537.5,32500.0,8125.0,3,2,109,1
2024,ES,56138,ATÍLIO VIVÁCQUA,2,2,740.0,370.0,15000.0,7500.0,1,1,40,1
2024,ES,56146,BREJETUBA,4,3,1635.0,408.75,54800.0,13700.0,0,3,133,1
2024,ES,56154,BAIXO GUANDU,4,4,1630.0,407.5,34000.0,8500.0,2,2,89,1
2024,ES,56162,SÃO ROQUE DO CANAÃ,2,1,824.0,412.0,14000.0,7000.0,0,2,30,1
2024,ES,56170,BARRA DE SÃO FRANCISCO,7,2,2820.0,402.85714285714283,70000.0,10000.0,6,2,94,1
2024,ES,56189,SOORETAMA,3,3,1100.0,366.6666666666667,32000.0,10666.666666666666,1,2,45,1
2024,ES,56197,BOA ESPERANÇA,14,6,6496.0,464.0,162000.0,11571.42857142857,3,10,166,1
2024,ES,56200,PONTO BELO,3,2,1284.0,428.0,16000.0,5333.333333333333,3,2,59,1
2024,ES,56219,BOM JESUS DO NORTE,1,1,382.0,382.0,5000.0,5000.0,0,1,4,1
2024,ES,56227,VILA VALÉRIO,4,3,1604.0,401.0,37500.0,9375.0,0,4,18,1
2024,ES,56235,CACHOEIRO DE ITAPEMIRIM,19,7,14578.0,767.2631578947369,302557.6,15924.084210526315,9,6,175,1
2024,ES,56251,CARIACICA,11,5,6534.0,594.0,234257.0,21296.090909090908,7,6,179,1
2024,ES,56278,CASTELO,1,1,589.0,589.0,14000.0,14000.0,0,1,25,1
2024,ES,56294,COLATINA,10,4,4583.0,458.3,176400.0,17640.0,5,6,93,1
2024,ES,56308,GOVERNADOR LINDENBERG,2,1,910.0,455.0,35000.0,17500.0,0,0,94,1
2024,ES,56316,CONCEIÇÃO DA BARRA,10,6,4077.0,407.7,106300.0,10630.0,6,6,127,1
2024,ES,56332,CONCEIÇÃO DO CASTELO,2,2,771.0,385.5,25000.0,12500.0,0,2,18,1
2024,ES,56359,DIVINO DE SÃO LOURENÇO,6,4,1780.0,296.6666666666667,35500.0,5916.666666666667,1,1,163,1
2024,ES,56375,DOMINGOS MARTINS,3,2,1593.0,531.0,25000.0,8333.333333333334,0,3,17,1
2024,ES,56391,DORES DO RIO PRETO,1,1,264.0,264.0,2000.0,2000.0,0,1,11,1
2024,ES,56413,ECOPORANGA,1,1,377.0,377.0,6000.0,6000.0,1,1,11,1
2024,ES,56430,FUNDÃO,13,6,5189.0,399.15384615384613,83300.0,6407.692307692308,4,6,201,1
2024,ES,56456,GUAÇUÍ,6,4,2520.0,420.0,48915.0,8152.5,0,4,39,1
2024,ES,56472,GUARAPARI,11,6,5001.0,454.6363636363636,106000.0,9636.363636363636,8,4,179,1
2024,ES,56499,IBIRAÇU,2,2,967.0,483.5,28000.0,14000.0,0,2,8,1
2024,ES,56502,IBITIRAMA,6,4,2681.0,446.8333333333333,50500.0,8416.666666666666,1,2,230,1
2024,ES,56510,ICONHA,5,2,1892.0,378.4,25000.0,5000.0,0,2,113,1
2024,ES,56553,ITAPEMIRIM,9,5,5000.0,555.5555555555555,74000.0,8222.222222222223,2,3,156,1
2024,ES,56570,ITARANA,1,1,400.0,400.0,10000.0,10000.0,0,1,16,1
2024,ES,56596,IÚNA,2,1,1200.0,600.0,5000.0,2500.0,0,1,31,1
2024,ES,56634,LINHARES,16,10,8683.0,542.6875,282100.0,17631.25,8,10,169,1
2024,ES,56650,MANTENÓPOLIS,1,1,733.0,733.0,20000.0,20000.0,0,1,21,1
2024,ES,56693,MONTANHA,6,5,2817.0,469.5,50820.0,8470.0,1,5,264,1
2024,ES,56715,MUCURICI,4,3,1560.0,390.0,35500.0,8875.0,3,4,20,1
2024,ES,56731,MUNIZ FREIRE,4,3,2011.0,502.75,65000.0,16250.0,0,1,39,1
2024,ES,56774,NOVA VENÉCIA,10,6,4254.0,425.4,100000.0,10000.0,8,5,169,1
2024,ES,56812,PINHEIROS,14,5,5592.0,399.42857142857144,118500.0,8464.285714285714,6,8,157,1
2024,ES,56839,PIÚMA,4,3,1443.0,360.75,22500.0,5625.0,2,3,52,1
2024,ES,56855,PRESIDENTE KENNEDY,7,3,2980.0,425.7142857142857,66500.0,9500.0,3,5,165,1
2024,ES,56871,RIO NOVO DO SUL,1,1,260.0,260.0,10000.0,10000.0,0,1,23,1
2024,ES,56898,SANTA LEOPOLDINA,3,3,1040.0,346.6666666666667,21000.0,7000.0,1,2,40,1
2024,ES,56910,SANTA TERESA,1,1,420.0,420.0,10400.0,10400.0,0,1,12,1
2024,ES,56936,SÃO GABRIEL DA PALHA,3,2,1308.0,436.0,49000.0,16333.333333333334,2,2,73,1
2024,ES,56952,SÃO JOSÉ DO CALÇADO,3,3,934.0,311.3333333333333,14500.0,4833.333333333333,1,1,129,1
2024,ES,56979,SÃO MATEUS,14,7,6498.0,464.14285714285717,154000.0,11000.0,9,9,156,1
2024,ES,56995,SERRA,39,9,30188.0,774.0512820512821,699674.0,17940.358974358973,15,12,225,1
2024,ES,57010,VIANA,5,1,2000.0,400.0,50000.0,10000.0,5,2,118,1
2024,ES,57037,VILA VELHA,10,4,5964.0,596.4,225257.0,22525.7,6,6,180,1
2024,ES,57053,VITÓRIA,26,7,21430.0,824.2307692307693,687327.4,26435.669230769232,18,13,184,1
2024,ES,57070,MARILÂNDIA,2,2,716.0,358.0,27000.0,13500.0,0,1,163,1
2024,ES,57096,IBATIBA,5,5,1898.0,379.6,41500.0,8300.0,1,5,26,1
2024,ES,57118,RIO BANANAL,7,5,2720.0,388.57142857142856,47000.0,6714.285714285715,2,4,155,1
2024,ES,57134,JAGUARÉ,6,3,2704.0,450.6666666666667,58733.0,9788.833333333334,4,3,233,1
2024,ES,57150,PEDRO CANÁRIO,4,2,1590.0,397.5,41500.0,10375.0,3,3,128,1
2024,ES,57932,SANTA MARIA DE JETIBÁ,2,2,782.0,391.0,26500.0,13250.0,0,2,12,1
2024,ES,57959,VARGEM ALTA,3,3,1085.0,361.6666666666667,16000.0,5333.333333333333,1,2,77,1
2024,ES,57975,VENDA NOVA DO IMIGRANTE,4,3,1452.0,363.0,30000.0,7500.0,0,4,30,1
2024,ES,57991,ÁGUIA BRANCA,3,3,1200.0,400.0,34000.0,11333.333333333334,0,2,74,1
2024,GO,92010,ABADIÂNIA,4,3,1451.0,362.75,45000.0,11250.0,1,2,197,1
2024,GO,92029,BONFINÓPOLIS,12,7,3975.0,331.25,53000.0,4416.666666666667,3,7,155,1
2024,GO,92037,ÁGUA LIMPA,1,1,300.0,300.0,3000.0,3000.0,1,0,195,1
2024,GO,92053,ALEXÂNIA,12,9,5399.0,449.9166666666667,60300.0,5025.0,2,7,192,1
2024,GO,92061,CAMPOS VERDES,11,6,3043.0,276.6363636363636,37700.0,3427.2727272727275,3,5,250,1
2024,GO,92096,ALOÂNDIA,1,1,277.0,277.0,2000.0,2000.0,1,0,78,1
2024,GO,92100,CEZARINA,4,3,1902.0,475.5,20500.0,5125.0,0,2,115,1
2024,GO,92118,ALTO PARAÍSO DE GOIÁS,2,2,700.0,350.0,8000.0,4000.0,0,1,92,1
2024,GO,92126,COLINAS DO SUL,5,3,1448.0,289.6,15500.0,3100.0,3,2,216,1
2024,GO,92169,MORRO AGUDO DE GOIÁS,1,1,300.0,300.0,3000.0,3000.0,0,1,10,1
2024,GO,92177,AMORINÓPOLIS,2,2,554.0,277.0,7000.0,3500.0,2,2,11,1
2024,GO,92207,EDEALINA,2,2,479.0,239.5,4000.0,2000.0,1,0,122,1
2024,GO,92215,ANÁPOLIS,65,16,48206.0,741.6307692307693,840463.0,12930.2,5,19,255,1
2024,GO,92223,FAINA,3,2,1830.0,610.0,13000.0,4333.333333333333,0,3,17,1
2024,GO,92231,ANHANGÜERA,2,1,500.0,250.0,5500.0,2750.0,0,1,64,1
2024,GO,92258,ANICUNS,7,3,2153.0,307.57142857142856,40000.0,5714.285714285715,1,2,132,1
2024,GO,92266,GOUVELÂNDIA,3,3,991.0,330.3333333333333,12000.0,4000.0,2,2,160,1
2024,GO,92274,APARECIDA DE GOIÂNIA,56,16,40782.0,728.25,834868.0,14908.357142857143,11,20,282,1
2024,GO,92282,ITAGUARI,1,1,400.0,400.0,2500.0,2500.0,1,0,198,1
2024,GO,92290,APORÉ,2,2,629.0,314.5,7500.0,3750.0,2,2,18,1
2024,GO,92312,ARAÇU,3,1,1068.0,356.0,20000.0,6666.666666666667,0,1,126,1
2024,GO,92320,MATRINCHÃ,1,1,410.0,410.0,3000.0,3000.0,0,0,70,1
2024,GO,92339,ARAGARÇAS,9,5,3005.0,333.8888888888889,36000.0,4000.0,3,5,179,1
2024,GO,92355,ARAGOIÂNIA,5,4,1580.0,316.0,25350.0,5070.0,1,3,53,1
2024,GO,92363,MONTIVIDIU,4,4,1382.0,345.5,18500.0,4625.0,2,3,33,1
2024,GO,92444,NOVO PLANALTO,1,1,314.0,314.0,10000.0,10000.0,0,1,5,1
2024,GO,92460,PALESTINA DE GOIÁS,4,2,1003.0,250.75,10500.0,2625.0,4,3,75,1
2024,GO,92550,AVELINÓPOLIS,7,5,2546.0,363.7142857142857,19500.0,2785.714285714286,1,2,197,1
2024,GO,92568,SANTA FÉ DE GOIÁS,2,2,629.0,314.5,12000.0,6000.0,0,2,12,1
2024,GO,92614,BALIZA,3,1,750.0,250.0,8500.0,2833.3333333333335,3,1,113,1
2024,GO,92622,SÃO JOÃO DA PARAÚNA,3,2,961.0,320.3333333333333,23500.0,7833.333333333333,0,2,42,1
2024,GO,92630,BARRO ALTO,13,3,4875.0,375.0,71100.0,5469.2307692307695,1,7,252,1
2024,GO,92649,SÃO LUIZ DO NORTE,1,1,250.0,250.0,7000.0,7000.0,0,1,5,1
2024,GO,92657,BELA VISTA DE GOIÁS,10,8,4073.0,407.3,62700.0,6270.0,1,9,51,1
2024,GO,92665,SÃO MIGUEL DO PASSA QUATRO,2,2,600.0,300.0,5500.0,2750.0,0,1,40,1
2024,GO,92673,BOM JARDIM DE GOIÁS,13,7,4436.0,341.2307692307692,78200.0,6015.384615384615,5,6,200,1
2024,GO,92690,BOM JESUS DE GOIÁS,7,5,2281.0,325.85714285714283,17500.0,2500.0,3,0,208,1
2024,GO,92703,SENADOR CANEDO,32,13,16102.0,503.1875,208100.0,6503.125,3,16,244,1
2024,GO,92711,BRAZABRANTES,2,2,550.0,275.0,6000.0,3000.0,0,2,14,1
2024,GO,92720,SIMOLÂNDIA,4,3,1165.0,291.25,22000.0,5500.0,0,2,79,1
2024,GO,92754,BRITÂNIA,7,7,2516.0,359.42857142857144,27100.0,3871.4285714285716,1,5,145,1
2024,GO,92762,TERESINA DE GOIÁS,3,3,964.0,321.3333333333333,11000.0,3666.6666666666665,2,0,165,1
2024,GO,92770,BURITI ALEGRE,9,5,3027.0,336.3333333333333,35050.0,3894.4444444444443,4,4,275,1
2024,GO,92789,TROMBAS,1,1,300.0,300.0,4000.0,4000.0,0,0,32,1
2024,GO,92800,TURVELÂNDIA,4,4,1250.0,312.5,20500.0,5125.0,3,1,177,1
2024,GO,92819,CACHOEIRA ALTA,1,1,302.0,302.0,18000.0,18000.0,0,1,20,1
2024,GO,92827,RIO QUENTE,2,1,600.0,300.0,6000.0,3000.0,0,1,78,1
2024,GO,92851,CAÇU,5,4,1672.0,334.4,20800.0,4160.0,0,5,25,1
2024,GO,92860,GUARINOS,1,1,250.0,250.0,3000.0,3000.0,0,1,30,1
2024,GO,92878,CAIAPÔNIA,6,2,1972.0,328.6666666666667,16000.0,2666.6666666666665,6,2,130,1
2024,GO,92894,CALDAS NOVAS,23,12,10223.0,444.4782608695652,156560.0,6806.95652173913,3,7,234,1
2024,GO,92908,SANTO ANTÔNIO DE GOIÁS,5,4,1570.0,314.0,15950.0,3190.0,0,4,135,1
2024,GO,92916,CAMPESTRE DE GOIÁS,6,4,1650.0,275.0,16000.0,2666.6666666666665,2,3,58,1
2024,GO,92932,CAMPINORTE,2,1,1147.0,573.5,4000.0,2000.0,0,1,82,1
2024,GO,92940,ALTO HORIZONTE,7,4,3092.0,441.7142857142857,23500.0,3357.1428571428573,0,5,87,1
2024,GO,92959,CAMPO ALEGRE DE GOIÁS,1,1,250.0,250.0,5000.0,5000.0,0,1,10,1
2024,GO,92967,CASTELÂNDIA,8,4,2755.0,344.375,21500.0,2687.5,4,2,198,1
2024,GO,92975,CAMPOS BELOS,3,2,1150.0,383.3333333333333,19000.0,6333.333333333333,0,2,164,1
2024,GO,92991,CARMO DO RIO VERDE,4,3,1952.0,488.0,12420.0,3105.0,2,1,136,1
2024,GO,93009,APARECIDA DO RIO DOCE,1,1,300.0,300.0,2500.0,2500.0,0,0,73,1
2024,GO,93017,CATALÃO,26,10,10420.0,400.7692307692308,177900.0,6842.307692307692,5,8,263,1
2024,GO,93025,CIDADE OCIDENTAL,3,3,1276.0,425.3333333333333,26500.0,8833.333333333334,0,2,207,1
2024,GO,93033,CATURAÍ,2,2,600.0,300.0,4500.0,2250.0,0,1,40,1
2024,GO,93041,PROFESSOR JAMIL,2,1,600.0,300.0,5000.0,2500.0,0,0,73,1
2024,GO,93068,PEROLÂNDIA,1,1,250.0,250.0,2500.0,2500.0,1,0,55,1
2024,GO,93076,CERES,7,6,2900.0,414.2857142857143,31300.0,4471.428571428572,2,7,17,1
2024,GO,93084,NOVA IGUAÇU DE GOIÁS,1,1,253.0,253.0,1500.0,1500.0,0,0,83,1
2024,GO,93092,DIVINÓPOLIS DE GOIÁS,7,3,3491.0,498.7142857142857,35000.0,5000.0,0,2,86,1
2024,GO,93106,BURITI DE GOIÁS,3,3,973.0,324.3333333333333,13500.0,4500.0,0,0,132,1
2024,GO,93122,CALDAZINHA,1,1,300.0,300.0,5000.0,5000.0,0,0,42,1
2024,GO,93149,GUARAÍTA,4,2,1326.0,331.5,12500.0,3125.0,0,3,43,1
2024,GO,93157,CÓRREGO DO OURO,5,4,1671.0,334.2,18500.0,3700.0,2,2,184,1
2024,GO,93173,CORUMBÁ DE GOIÁS,2,2,680.0,340.0,7500.0,3750.0,1,1,134,1
2024,GO,93181,MONTIVIDIU DO NORTE,4,3,1279.0,319.75,18000.0,4500.0,1,2,198,1
2024,GO,93190,CORUMBAÍBA,5,3,1565.0,313.0,28000.0,5600.0,1,3,165,1
2024,GO,93203,SANTO ANTÔNIO DA BARRA,4,3,1100.0,275.0,14000.0,3500.0,1,3,210,1
2024,GO,93220,TEREZÓPOLIS DE GOIÁS,5,4,1656.0,331.2,24500.0,4900.0,1,3,69,1
2024,GO,93246,UIRAPURU,1,1,300.0,300.0,3000.0,3000.0,0,0,179,1
2024,GO,93254,CRISTALINA,7,4,3105.0,443.57142857142856,52642.9,7520.414285714286,1,5,233,1
2024,GO,93262,BURITINÓPOLIS,3,3,885.0,295.0,12500.0,4166.666666666667,0,2,95,1
2024,GO,93270,CRISTIANÓPOLIS,3,3,960.0,320.0,16500.0,5500.0,0,3,20,1
2024,GO,93289,VILA BOA,1,1,300.0,300.0,4000.0,4000.0,0,1,10,1
2024,GO,93297,CRIXÁS,4,2,1460.0,365.0,13800.0,3450.0,1,1,205,1
2024,GO,93300,VALPARAÍSO DE GOIÁS,18,9,12963.0,720.1666666666666,185800.0,10322.222222222223,4,10,195,1
