pair_id,cod_classe,classe,cod_assunto,assunto,fam_act10,kept
2179,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11434.0,Votação de Eleitor na Seção Eleitoral na qual Não Está Inscrito ou Autorizado a Votar,,False
1427,241.0,PETIÇÃO CÍVEL,11520.0,Coleta de Assinatura em Mais de Uma Ficha de Registro Partidário,,False
1977,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3561.0,Abandono de função,,False
114,11526.0,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,11603.0,Inelegibilidade - Reeleição,inelegib,True
1716,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),10753.0,Falso eleitoral,,False
1049,279.0,INQUÉRITO POLICIAL,12340.0,Provocação de tumulto ou conduta inconveniente,,False
728,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,11467.0,Crimes contra a Fé Pública Eleitoral,,False
726,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,3568.0,Corrupção ativa,,False
105,11526.0,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,11642.0,Eleições - 1° Turno,,False
1050,279.0,INQUÉRITO POLICIAL,11433.0,Práticas Irregulares que Determinam a Anulação da Votação,,False
1710,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11473.0,Falsidade ideológica,fraude,True
716,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,11494.0,Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral,,False
1607,241.0,PETIÇÃO CÍVEL,11624.0,Registro de Candidatura - Substituição de Candidato - Por Falecimento,,False
170,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11723.0,Propaganda Política - Propaganda Institucional,,False
304,11528.0,AÇÃO PENAL ELEITORAL,11491.0,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,vote_buying,True
221,11528.0,AÇÃO PENAL ELEITORAL,11466.0,Dano a Equipamento Eleitoral,,False
2255,326.0,RESTITUIÇÃO DE COISAS APREENDIDAS,11502.0,Coação Visando a Obtenção de Voto ou a sua Abstenção,vote_buying,True
1695,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),15020.0,Denunciação Caluniosa para Fins Eleitorais,honra,True
606,12625.0,DIREITO DE RESPOSTA,11647.0,Eleições - Eleição Suplementar,,False
519,156.0,CUMPRIMENTO DE SENTENÇA,12600.0,Candidato Eleito,,False
290,11528.0,AÇÃO PENAL ELEITORAL,,Quadrilha ou Bando,,False
285,11528.0,AÇÃO PENAL ELEITORAL,11500.0,"Prisão ou Detenção do Eleitor, Membro de Mesa Receptora, Fiscal, Delegado de Partido ou Candidato, Fora das Hipóteses Legais Permitidas",,False
1692,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11437.0,Crimes contra o Serviço da Justiça Eleitoral,,False
3,14678.0,ACORDO DE NÃO PERSECUÇÃO PENAL,11513.0,Arregimentação de Eleitor ou Boca de Urna,vote_buying,True
1108,120.0,MANDADO DE SEGURANÇA CÍVEL,11717.0,Abuso,,False
1500,241.0,PETIÇÃO CÍVEL,11595.0,Inelegibilidade,,False
587,10980.0,CUMPRIMENTO PROVISÓRIO DE DECISÃO,11730.0,Execução - De Astreintes,,False
581,156.0,CUMPRIMENTO DE SENTENÇA,11773.0,Propaganda Política - Propaganda Partidária,,False
2556,12134.0,TUTELA CAUTELAR ANTECEDENTE,11616.0,Impugnação ao Registro de Candidatura,,False
2559,12134.0,TUTELA CAUTELAR ANTECEDENTE,11605.0,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,,False
576,156.0,CUMPRIMENTO DE SENTENÇA,11680.0,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,,False
279,11528.0,AÇÃO PENAL ELEITORAL,3548.0,Peculato,,False
245,11528.0,AÇÃO PENAL ELEITORAL,3532.0,Falsificação de documento particular,fraude,True
2488,12135.0,TUTELA ANTECIPADA ANTECEDENTE,11664.0,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",,False
2480,12135.0,TUTELA ANTECIPADA ANTECEDENTE,11655.0,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,,False
264,11528.0,AÇÃO PENAL ELEITORAL,11438.0,Inscrição fraudulenta,fraude,True
1516,241.0,PETIÇÃO CÍVEL,11488.0,Injúria Eleitoral Violenta,,False
2274,326.0,RESTITUIÇÃO DE COISAS APREENDIDAS,10913.0,Indisponibilidade / Seqüestro de Bens,,False
547,156.0,CUMPRIMENTO DE SENTENÇA,11651.0,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,,False
1095,305.0,LIBERDADE PROVISÓRIA COM OU SEM FIANÇA,11501.0,Corrupção Eleitoral,vote_buying,True
74,280.0,AUTO DE PRISÃO EM FLAGRANTE,11475.0,Uso de Documento Falso para Fins Eleitorais,fraude,True
44,280.0,AUTO DE PRISÃO EM FLAGRANTE,11502.0,Coação Visando a Obtenção de Voto ou a sua Abstenção,vote_buying,True
2327,278.0,TERMO CIRCUNSTANCIADO,11430.0,Crimes contra a Organização Administrativa da Justiça Eleitoral,,False
2213,12630.0,REPRESENTAÇÃO ESPECIAL,11663.0,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,conduta_vedada,True
224,11528.0,AÇÃO PENAL ELEITORAL,3573.0,Desacato,,False
1620,241.0,PETIÇÃO CÍVEL,11570.0,Requisição de Servidor,,False
85,12061.0,AÇÃO CAUTELAR,11778.0,Requerimento,,False
2331,278.0,TERMO CIRCUNSTANCIADO,11517.0,Crimes contra os Partidos Políticos,,False
666,386.0,EXECUÇÃO DA PENA,11497.0,Crimes contra o Sigilo ou o Exercício do Voto,,False
2329,278.0,TERMO CIRCUNSTANCIADO,11437.0,Crimes contra o Serviço da Justiça Eleitoral,,False
2544,12134.0,TUTELA CAUTELAR ANTECEDENTE,11698.0,Contas - Não Apresentação das Contas,,False
660,386.0,EXECUÇÃO DA PENA,3395.0,Calúnia,,False
1085,333.0,INSANIDADE MENTAL DO ACUSADO,11513.0,Arregimentação de Eleitor ou Boca de Urna,vote_buying,True
1471,241.0,PETIÇÃO CÍVEL,11645.0,Eleições - Eleição Majoritária,,False
75,280.0,AUTO DE PRISÃO EM FLAGRANTE,15143.0,Violência contra a Mulher Candidata ou no Exercício do Mandato Eletivo,,False
1623,241.0,PETIÇÃO CÍVEL,11498.0,Retenção de Título Eleitoral ou do Comprovante de Alistamento Eleitoral,,False
653,1118.0,EMBARGOS À EXECUÇÃO FISCAL,11778.0,Requerimento,,False
1089,333.0,INSANIDADE MENTAL DO ACUSADO,11473.0,Falsidade Ideológica,fraude,True
2316,278.0,TERMO CIRCUNSTANCIADO,11480.0,Cerceamento da Fiscalização Partidária,,False
502,12121.0,COMUNICADO DE MANDADO DE PRISÃO,11507.0,Votação Múltipla ou Realizada em Lugar de Outrem,ballot_integrity,True
2462,12135.0,TUTELA ANTECIPADA ANTECEDENTE,11605.0,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,,False
2602,12134.0,TUTELA CAUTELAR ANTECEDENTE,12598.0,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,,False
2555,12134.0,TUTELA CAUTELAR ANTECEDENTE,11559.0,Improbidade Administrativa,,False
76,280.0,AUTO DE PRISÃO EM FLAGRANTE,11507.0,Votação Múltipla ou Realizada em Lugar de Outrem,ballot_integrity,True
2604,12134.0,TUTELA CAUTELAR ANTECEDENTE,12417.0,Tutela de Evidência,,False
60,280.0,AUTO DE PRISÃO EM FLAGRANTE,11472.0,Falsificação ou Alteração de Documento Público para Fins Eleitorais,fraude,True
2136,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11653.0,Propaganda Política - Propaganda Eleitoral - Adesivo,,False
2357,278.0,TERMO CIRCUNSTANCIADO,14221.0,Falsificação ou Alteração de Documento Particular para Fins Eleitorais,fraude,True
148,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11647.0,Eleições - Eleição Suplementar,,False
2017,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11435.0,Contagem de Votos de Eleitores em Relação aos quais Houve Impugnação,,False
373,355.0,CARTA PRECATÓRIA CRIMINAL,12731.0,Transação Penal,,False
964,279.0,INQUÉRITO POLICIAL,,Difusão de doença ou praga,,False
413,11955.0,CAUTELAR INOMINADA CRIMINAL,11482.0,Crimes contra a Propaganda Eleitoral,,False
150,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11595.0,Inelegibilidade,inelegib,True
881,332.0,INCIDENTE DE FALSIDADE,14221.0,Falsificação ou Alteração de Documento Particular para Fins Eleitorais,fraude,True
970,279.0,INQUÉRITO POLICIAL,3552.0,Emprego irregular de verbas ou rendas públicas,,False
1323,1727.0,PETIÇÃO CRIMINAL,11467.0,Crimes contra a Fé Pública Eleitoral,,False
1250,309.0,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,12334.0,"Promoção, constituição, financiamento ou integração de Organização Criminosa",,False
1548,241.0,PETIÇÃO CÍVEL,11768.0,Partido Político - Órgão de Direção Nacional,,False
2010,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,,Coação no curso do processo,,False
2574,12134.0,TUTELA CAUTELAR ANTECEDENTE,11656.0,Propaganda Política - Propaganda Eleitoral - Bem Particular,,False
1769,1298.0,PROCESSO ADMINISTRATIVO,12463.0,Providência,,False
24,11530.0,APURAÇÃO DE ELEIÇÃO,11643.0,Eleições - 2° Turno,,False
2009,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,10824.0,Coação eleitoral,vote_buying,True
1144,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11637.0,Cargo - Senador,,False
854,12077.0,HOMOLOGAÇÃO EM ACORDO DE COLABORAÇÃO PREMIADA,11472.0,Falsificação ou Alteração de Documento Público para Fins Eleitorais,fraude,True
1868,11541.0,REPRESENTAÇÃO,12362.0,Autorização de Divulgação de Publicidade Institucional,,False
355,355.0,CARTA PRECATÓRIA CRIMINAL,,Comunicação de Prisão - BNMP,,False
1338,1727.0,PETIÇÃO CRIMINAL,11485.0,Divulgação de Falsa Imputação,,False
1339,1727.0,PETIÇÃO CRIMINAL,11483.0,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,,False
2091,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,5556.0,Grave,,False
38,280.0,AUTO DE PRISÃO EM FLAGRANTE,3402.0,Ameaça,,False
846,307.0,HABEAS CORPUS CRIMINAL,11778.0,Requerimento,,False
1853,11532.0,REGISTRO DE CANDIDATURA,11624.0,Registro de Candidatura - Substituição de Candidato - Por Falecimento,,False
2532,12134.0,TUTELA CAUTELAR ANTECEDENTE,11734.0,Cautelar Inominada,,False
176,11528.0,AÇÃO PENAL ELEITORAL,10614.0,Abolitio Criminis,,False
1261,310.0,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,11513.0,Arregimentação de Eleitor ou Boca de Urna,vote_buying,True
1827,11532.0,REGISTRO DE CANDIDATURA,11589.0,Condição de Elegibilidade - Filiação Partidária,,False
51,280.0,AUTO DE PRISÃO EM FLAGRANTE,11497.0,Crimes contra o Sigilo ou o Exercício do Voto,ballot_integrity,True
387,83.0,CAUTELAR FISCAL,12416.0,Tutela de Urgência,,False
1824,11532.0,REGISTRO DE CANDIDATURA,11752.0,Coligação Partidária - Proporcional,,False
171,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11433.0,Práticas Irregulares que Determinam a Anulação da Votação,,False
1273,310.0,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,11486.0,Difamação na Propaganda Eleitoral,honra,True
1288,310.0,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,3641.0,Sigilo Telefônico,,False
922,279.0,INQUÉRITO POLICIAL,,Cor,,False
2029,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11430.0,Crimes contra a Organização Administrativa da Justiça Eleitoral,,False
392,11955.0,CAUTELAR INOMINADA CRIMINAL,12634.0,Apropriação Indébita Eleitoral,,False
916,279.0,INQUÉRITO POLICIAL,11520.0,Coleta de Assinatura em Mais de Uma Ficha de Registro Partidário,,False
163,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,14938.0,Inelegibilidade - Suspensão dos Direitos Políticos por Ato Doloso de Improbidade Administrativa,inelegib,True
944,279.0,INQUÉRITO POLICIAL,,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",,False
945,279.0,INQUÉRITO POLICIAL,,Crimes de Abuso de Autoridade,,False
1298,12562.0,PET-ADM,12586.0,Filiação Partidária - Lista Especial,,False
159,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11603.0,Inelegibilidade - Reeleição,inelegib,True
394,11955.0,CAUTELAR INOMINADA CRIMINAL,11513.0,Arregimentação de Eleitor ou Boca de Urna,,False
1264,310.0,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,11502.0,Coação Visando a Obtenção de Voto ou a sua Abstenção,vote_buying,True
903,279.0,INQUÉRITO POLICIAL,,"Auxílio Emergencial (Lei 13,982/2020)",,False
2,14678.0,ACORDO DE NÃO PERSECUÇÃO PENAL,12634.0,Apropriação Indébita Eleitoral,finance,True
2408,278.0,TERMO CIRCUNSTANCIADO,12345.0,Vias de fato,,False
157,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11602.0,Inelegibilidade - Parentesco,inelegib,True
156,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11601.0,Inelegibilidade - Inalistável,inelegib,True
1721,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11490.0,Impedimento do Exercício da Propaganda,,False
350,355.0,CARTA PRECATÓRIA CRIMINAL,15037.0,Alvará de Soltura,,False
334,335.0,CARTA DE ORDEM CRIMINAL,11785.0,Diligências,,False
1389,241.0,PETIÇÃO CÍVEL,11563.0,Afastamento de Magistrado,,False
1674,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11522.0,Arguição de Ineligibilidade Temerária ou de Má-Fé,inelegib,True
1229,309.0,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,11482.0,Crimes contra a Propaganda Eleitoral,,False
1730,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11489.0,"Inutilização, Alteração ou Perturbação de Propaganda",ballot_integrity,True
333,335.0,CARTA DE ORDEM CRIMINAL,10602.0,Condicional do processo,,False
2119,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3550.0,Peculato mediante erro de outrem,,False
437,11955.0,CAUTELAR INOMINADA CRIMINAL,11438.0,Inscrição Fraudulenta,,False
198,11528.0,AÇÃO PENAL ELEITORAL,10824.0,Coação eleitoral,vote_buying,True
1023,279.0,INQUÉRITO POLICIAL,11523.0,Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais,pesquisa_adv,True
18,14678.0,ACORDO DE NÃO PERSECUÇÃO PENAL,11475.0,Uso de Documento Falso para Fins Eleitorais,fraude,True
2539,12134.0,TUTELA CAUTELAR ANTECEDENTE,11586.0,Condição de Elegibilidade - Alistamento Eleitoral,,False
137,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11589.0,Condição de Elegibilidade - Filiação Partidária,,False
136,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11587.0,Condição de Elegibilidade - Domicílio Eleitoral na Circunscrição,,False
2370,278.0,TERMO CIRCUNSTANCIADO,11519.0,Inscrição Simultânea em Dois ou Mais Partidos,,False
1220,309.0,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,11484.0,Calúnia na Propaganda Eleitoral,honra,True
1889,11541.0,REPRESENTAÇÃO,11486.0,Difamação na Propaganda Eleitoral,honra,True
2129,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,10838.0,Prevaricação,,False
794,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,11507.0,Votação Múltipla ou Realizada em Lugar de Outrem,,False
790,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,11491.0,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,,False
787,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,11512.0,Uso Proibido de Alto-Falantes,,False
1279,310.0,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,11438.0,Inscrição Fraudulenta,fraude,True
1891,11541.0,REPRESENTAÇÃO,11485.0,Divulgação de Falsa Imputação,honra,True
2140,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,12635.0,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,,False
1557,241.0,PETIÇÃO CÍVEL,12046.0,Prestação de Contas - De Candidato,,False
2146,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,10609.0,Quebra do Sigilo Telefônico,,False
807,12554.0,FILIAÇÃO PARTIDÁRIA,11579.0,Alistamento Eleitoral - Inscrição Eleitoral,,False
2082,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,10816.0,Falsificação de documento público para fins eleitorais,fraude,True
1749,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11491.0,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,vote_buying,True
1750,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11451.0,Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político,,False
1356,1727.0,PETIÇÃO CRIMINAL,3397.0,Injúria,,False
1357,1727.0,PETIÇÃO CRIMINAL,11487.0,Injúria na Propaganda Eleitoral,,False
2383,278.0,TERMO CIRCUNSTANCIADO,12347.0,Perturbação do trabalho ou do sossego alheios,,False
2105,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,15153.0,Interrupção do Processo Eleitoral,,False
1359,1727.0,PETIÇÃO CRIMINAL,11489.0,"Inutilização, Alteração ou Perturbação de Propaganda",,False
1570,241.0,PETIÇÃO CÍVEL,11661.0,Propaganda Política - Propaganda Eleitoral - Cavalete,,False
1541,241.0,PETIÇÃO CÍVEL,,Omissão da Entrega do Boletim de Urna,,False
426,11955.0,CAUTELAR INOMINADA CRIMINAL,11473.0,Falsidade Ideológica,,False
1751,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11465.0,Utilização de Veículos e Embarcações Públicas em Campanha Eleitoral,,False
996,279.0,INQUÉRITO POLICIAL,,Identidade de Gênero,,False
1763,1298.0,PROCESSO ADMINISTRATIVO,11428.0,DIREITO ELEITORAL,,False
2099,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3515.0,Infração de Medida Sanitária Preventiva,,False
823,307.0,HABEAS CORPUS CRIMINAL,11470.0,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,,False
822,12554.0,FILIAÇÃO PARTIDÁRIA,11518.0,Subscrição de Mais de Uma Ficha de Filiação Partidária,,False
838,307.0,HABEAS CORPUS CRIMINAL,11473.0,Falsidade Ideológica,,False
1232,309.0,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,3633.0,Crimes do Sistema Nacional de Armas,,False
1744,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11778.0,Requerimento,,False
1742,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11449.0,Recusa ou Abandono do Serviço Eleitoral,,False
2114,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11464.0,Obstamento do Transporte e Fornecimento de Alimentos a Eleitores pela Justiça Eleitoral,,False
2599,12134.0,TUTELA CAUTELAR ANTECEDENTE,11618.0,Registro de Candidatura - RRC - Candidato,,False
2588,12134.0,TUTELA CAUTELAR ANTECEDENTE,12638.0,Propaganda Política - Propaganda Eleitoral - Impulsionamento,,False
2575,12134.0,TUTELA CAUTELAR ANTECEDENTE,11657.0,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,,False
2568,12134.0,TUTELA CAUTELAR ANTECEDENTE,12048.0,Prestação de Contas - De Exercício Financeiro,,False
1655,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,11642.0,Eleições - 1° Turno,,False
1664,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,12048.0,Prestação de Contas - De Exercício Financeiro,,False
1672,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),3402.0,Ameaça,,False
2603,12134.0,TUTELA CAUTELAR ANTECEDENTE,12585.0,Reversão de Desfiliação,,False
2584,12134.0,TUTELA CAUTELAR ANTECEDENTE,11670.0,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,,False
2461,12135.0,TUTELA ANTECIPADA ANTECEDENTE,11604.0,Inelegibilidade - Rejeição de Contas Públicas,,False
1683,1733.0,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),11504.0,Concentração de Eleitores para Embaraçar ou Fraudar o Exercício do Voto,ballot_integrity,True
2086,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3579.0,Falso testemunho ou falsa perícia,,False
2169,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3406.0,Violação de domicílio,,False
2161,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3539.0,Uso de documento falso,fraude,True
2159,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11512.0,Uso Proibido de Alto-Falantes,,False
2150,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,,"Recusa ou omissão de dados cadastrais, registros, documentos e informações",,False
2144,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11433.0,Práticas Irregulares que Determinam a Anulação da Votação,,False
2361,278.0,TERMO CIRCUNSTANCIADO,,Identidade de Gênero,,False
2128,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,12543.0,Preconceituosa,,False
2373,278.0,TERMO CIRCUNSTANCIADO,11524.0,Irregularidades dos Dados Publicados em Pesquisas Eleitorais,pesquisa_adv,True
2113,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11523.0,Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais,pesquisa_adv,True
2378,278.0,TERMO CIRCUNSTANCIADO,11523.0,Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais,pesquisa_adv,True
2108,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11978.0,Invasão de Dispositivo Informático,,False
2384,278.0,TERMO CIRCUNSTANCIADO,11442.0,Perturbação ou Impedimento de Alistamento,,False
2081,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3531.0,Falsificação de documento público,fraude,True
2339,278.0,TERMO CIRCUNSTANCIADO,11454.0,Desatendimento à Requisição de Veículo ou Embarcação,,False
2398,278.0,TERMO CIRCUNSTANCIADO,11498.0,Retenção de Título Eleitoral ou do Comprovante de Alistamento Eleitoral,,False
2077,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,10995.0,Falsidade ideológica praticada por Funcionário Público,fraude,True
2399,278.0,TERMO CIRCUNSTANCIADO,12544.0,Simples,,False
2074,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3542.0,Falsa identidade,,False
2073,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11436.0,"Fabricação, Aquisição, Fornecimento, Subtração ou Guarda de Materiais de Uso da Justiça Eleitoral",,False
2400,278.0,TERMO CIRCUNSTANCIADO,11518.0,Subscrição de Mais de Uma Ficha de Filiação Partidária,,False
2072,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3420.0,Extorsão,,False
2069,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3431.0,Estelionato,,False
2058,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11510.0,"Destruição, Supressão ou Ocultação de Urna Contendo Votos ou Documentos Eleitorais",,False
2055,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,10815.0,Desordem eleitoral,,False
2053,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3595.0,Desobediência a decisão judicial sobre perda ou suspensão de direitos,,False
2049,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11454.0,Desatendimento à Requisição de Veículo ou Embarcação,,False
2173,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,15154.0,Violência Política,,False
2188,12630.0,REPRESENTAÇÃO ESPECIAL,11584.0,Candidatos,,False
2416,12135.0,TUTELA ANTECIPADA ANTECEDENTE,11717.0,Abuso,,False
2238,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,12048.0,Prestação de Contas - De Exercício Financeiro,,False
2275,326.0,RESTITUIÇÃO DE COISAS APREENDIDAS,11489.0,"Inutilização, Alteração ou Perturbação de Propaganda",ballot_integrity,True
2272,326.0,RESTITUIÇÃO DE COISAS APREENDIDAS,11490.0,Impedimento do Exercício da Propaganda,,False
2268,326.0,RESTITUIÇÃO DE COISAS APREENDIDAS,10754.0,Desobediência à determinações da Justiça Eleitoral,,False
2263,326.0,RESTITUIÇÃO DE COISAS APREENDIDAS,,Crimes de Abuso de Autoridade,,False
2262,326.0,RESTITUIÇÃO DE COISAS APREENDIDAS,,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",,False
2253,326.0,RESTITUIÇÃO DE COISAS APREENDIDAS,11735.0,Cautelar Inominada - De Busca e Apreensão,,False
2289,14208.0,SUSPENSÃO DE ÓRGÃO PARTIDÁRIO,11642.0,Eleições - 1° Turno,,False
2244,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,11764.0,Órgão de Direção Partidária,,False
2295,14208.0,SUSPENSÃO DE ÓRGÃO PARTIDÁRIO,11764.0,Órgão de Direção Partidária,,False
2296,278.0,TERMO CIRCUNSTANCIADO,3561.0,Abandono de função,,False
2298,278.0,TERMO CIRCUNSTANCIADO,15056.0,Acordo de Não Persecução Penal,,False
2300,278.0,TERMO CIRCUNSTANCIADO,10826.0,Aliciamento comercial de eleitores,vote_buying,True
2237,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,12047.0,Prestação de Contas - De Comitê Financeiro,,False
